student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
3127,MSc,Aerospace Engineering,1,Classical ML,Computer Vision Engineer,Research Labs/Academia,Job Placement,7.88,72.9,1,4.1,5.1,6.4,2.6,83.1,69.1,55.1,76.8,60.2,67.1,70.2,61.7,56.4,4,2,1,1,0,0,59.2,65.3,42.5,23.0,38.1,43.3,52.7,69.9,Good,55.1,0.478
3128,B.Tech/B.E.,Agricultural Engineering,4,Computer Vision,Software Engineer Backend,Core Product Engineering,Career Switch/Upskilling,5.88,72.5,1,1.6,2.0,6.6,7.0,64.6,41.2,44.2,52.4,55.4,38.5,62.8,42.6,46.1,1,0,1,1,2,0,44.5,43.7,44.5,13.1,35.7,34.4,34.4,58.6,Average,34.0,0.1602
3129,BS (Data Science & AI),Economics,2,Data Engineering,Conversational AI Engineer,Research Labs/Academia,Freelance/Remote Work,7.54,79.5,0,4.0,3.9,8.1,7.5,65.2,46.7,57.8,53.7,66.0,62.9,55.4,76.9,58.1,4,3,2,1,1,1,55.3,69.1,57.9,42.0,54.4,36.4,54.8,70.7,Good,55.1,0.4463
3130,B.Tech/B.E.,Automobile Engineering,3,Data Engineering,AI Ethics Specialist,GenAI Startups,Higher Studies/Research,6.8,84.8,1,4.0,0.6,6.9,4.5,66.0,73.8,65.7,55.0,44.8,43.8,64.8,58.4,63.5,2,1,0,2,2,0,31.4,52.5,37.1,29.1,47.2,41.0,47.8,58.7,Average,46.4,0.3974
3131,MCA,Computer Science,4,MLOps,Data Analyst,Consulting,Government Exams,7.29,68.8,1,1.9,3.0,6.4,4.6,66.3,58.6,41.7,64.2,54.2,40.6,42.8,55.8,52.7,0,0,3,2,0,0,47.8,46.8,45.2,32.8,47.9,34.9,49.5,69.7,Average,39.4,0.4148
3132,B.Tech/B.E.,Design,4,Computer Vision,Applied Scientist,Analytics/Data Services,Entrepreneurship/Startup,7.42,88.1,0,5.4,2.2,5.5,4.6,73.6,56.7,60.6,49.7,63.1,57.8,47.5,75.7,59.7,2,3,3,2,0,2,40.4,51.8,58.2,45.7,51.1,43.3,50.2,75.4,Good,42.8,0.2954
3133,B.Tech/B.E.,Civil Engineering,4,NLP,Robotics Engineer,Autonomous Systems/Robotics,Entrepreneurship/Startup,5.43,75.3,2,3.9,1.7,5.9,5.5,55.8,41.6,36.2,59.6,33.5,46.9,27.1,45.6,56.3,3,1,0,2,0,0,18.2,41.9,43.4,18.9,23.7,33.7,20.8,69.3,Average,35.6,0.3648
3134,MSc,Information Technology,2,Applied Research,AI Trainer RLHF Specialist,GenAI Startups,Freelance/Remote Work,7.05,67.4,0,3.7,2.9,6.7,5.0,69.5,53.1,55.1,44.6,59.6,45.6,54.7,55.7,74.7,3,0,2,1,0,0,29.2,38.0,25.1,17.1,41.3,28.3,54.4,64.2,Average,45.2,0.5954
3135,M.Tech/M.E.,Business Administration,3,MLOps,Data Analyst,Consulting,Government Exams,6.38,82.9,0,3.0,2.1,6.0,4.2,69.0,46.9,58.4,55.2,52.3,59.3,56.0,75.6,60.0,1,0,1,4,0,1,31.6,40.5,45.4,39.6,38.6,46.6,42.3,69.5,Good,45.0,0.3815
3136,MSc,Physics,3,MLOps,Software Engineer Full Stack,Freelance/Remote-Global,Entrepreneurship/Startup,6.67,86.6,0,4.8,2.5,6.5,3.9,68.0,60.2,50.7,49.0,50.5,43.3,77.8,60.0,70.3,1,1,1,0,0,0,50.2,59.3,31.3,37.7,53.9,28.3,53.0,78.2,Good,40.0,0.1229
3137,B.Tech/B.E.,Environmental Engineering,4,Robotics,Data Analyst,Consulting,Job Placement,6.79,77.9,3,3.5,0.1,7.6,4.5,67.3,74.8,50.1,62.2,66.4,54.9,58.4,57.4,63.4,2,1,3,0,2,2,52.7,49.3,29.9,25.0,36.0,33.5,68.0,69.0,Good,50.3,0.3328
3138,BCA,Robotics,3,Classical ML,AI/ML Engineer,AI/ML Product Companies,Job Placement,7.96,64.4,2,3.2,0.0,6.2,4.8,72.7,38.6,47.6,32.0,76.8,33.5,64.4,74.0,83.8,2,1,0,0,0,2,38.7,40.0,45.4,45.8,27.2,28.6,54.3,70.2,Good,41.3,0.4958
3139,B.Tech/B.E.,AI & Data Science,2,Data Engineering,AI Solutions Architect,Consulting,Career Switch/Upskilling,7.31,93.8,1,5.1,3.0,6.3,4.1,74.9,65.8,53.0,64.4,52.6,60.5,51.7,61.6,83.9,5,2,3,2,6,0,54.1,68.6,37.8,37.3,46.5,41.9,33.9,78.0,Good,56.1,0.6267
3140,B.Tech/B.E.,Mathematics & Computing,2,Generative AI,Computer Vision Engineer,Analytics/Data Services,Government Exams,7.47,72.2,1,2.4,2.5,6.9,2.8,81.0,56.0,62.4,75.6,60.7,50.0,64.7,64.3,61.5,2,2,4,1,0,2,23.0,26.0,33.5,18.9,42.9,41.0,62.1,64.5,Average,36.5,0.2243
3141,B.Tech/B.E.,Information Technology,4,NLP,Data Analyst,FinTech,Government Exams,5.21,86.6,1,4.9,2.9,8.0,5.3,63.3,50.6,48.5,63.7,39.5,58.6,51.1,80.8,64.9,4,2,3,1,1,0,34.3,47.7,49.0,30.1,55.7,41.2,38.2,64.8,Average,43.4,0.5182
3142,B.Tech/B.E.,AI & Data Science,1,Robotics,AI Solutions Architect,Consulting,Entrepreneurship/Startup,8.01,75.6,1,4.9,3.9,6.1,4.2,82.8,87.6,79.5,79.1,64.5,62.2,68.3,59.2,71.9,3,2,2,2,5,1,67.6,57.1,51.3,57.5,62.0,53.2,86.1,87.5,Excellent,59.3,0.7829
3143,MCA,Mathematics & Computing,2,Robotics,AI Solutions Architect,FinTech,Job Placement,6.02,63.9,1,3.2,2.3,4.6,4.8,58.3,76.6,41.3,45.7,52.9,31.6,37.2,67.6,66.7,1,1,1,0,2,0,38.9,53.8,50.0,21.5,46.3,28.4,35.1,58.2,Average,38.1,0.1533
3144,B.Tech/B.E.,Computer Science,1,Classical ML,Data Scientist,Core Product Engineering,Freelance/Remote Work,8.82,95.6,0,7.3,3.9,5.4,4.4,78.8,81.1,76.6,63.3,70.9,50.5,93.5,64.3,73.0,2,0,2,1,1,0,46.8,56.3,52.0,19.7,63.7,41.3,55.9,87.0,Excellent,55.1,0.7581
3145,B.Tech/B.E.,Robotics,2,Generative AI,Cloud DevOps Engineer,Core Product Engineering,Job Placement,6.6,76.6,5,5.0,2.6,5.8,6.1,73.5,78.8,86.9,76.3,46.3,48.7,43.8,84.1,73.5,2,0,2,1,2,0,50.5,63.9,37.7,35.5,43.7,47.4,64.6,58.9,Average,32.1,0.1131
3146,MCA,AI & Data Science,2,Generative AI,Data Scientist,Analytics/Data Services,Career Switch/Upskilling,7.1,76.5,1,4.7,1.9,6.1,5.5,73.3,49.2,60.4,48.8,40.1,42.5,54.3,46.4,60.2,0,0,3,1,2,0,37.8,27.7,55.6,2.7,39.1,26.5,44.1,71.6,Good,35.3,0.1719
3147,B.Tech/B.E.,Information Technology,3,Data Engineering,Data Analyst,GenAI Startups,Government Exams,6.9,82.5,0,4.8,1.9,6.2,4.0,74.2,78.0,62.4,64.8,48.6,35.4,39.0,49.6,71.1,2,1,3,1,0,1,49.8,50.0,49.3,47.3,42.7,45.2,68.4,81.7,Excellent,55.5,0.8344
3148,BCA,Mathematics & Computing,3,Applied Research,AI/ML Engineer,Freelance/Remote-Global,Job Placement,7.0,64.8,2,2.2,2.9,7.0,4.0,68.0,70.5,51.9,58.8,48.8,37.8,45.4,63.7,71.4,3,0,1,0,0,0,55.9,59.4,42.3,47.7,37.5,35.9,13.2,61.8,Average,34.0,0.4884
3149,BS (Data Science & AI),Mechanical Engineering,4,Applied Research,Conversational AI Engineer,AI/ML Product Companies,Career Switch/Upskilling,6.05,93.8,1,4.1,3.6,6.2,4.1,75.2,56.9,40.9,57.8,33.6,53.8,44.8,38.2,49.3,5,2,3,1,1,0,58.9,61.1,46.8,28.5,61.1,42.5,49.8,66.3,Average,47.2,0.6859
3150,BS (Data Science & AI),Commerce,1,Robotics,Data Analyst,Analytics/Data Services,Higher Studies/Research,7.18,95.9,0,6.1,4.5,6.4,6.4,67.1,69.0,43.3,50.9,48.7,64.9,58.7,43.2,70.9,3,1,3,2,2,0,32.2,67.3,42.6,49.1,70.6,41.6,42.9,80.8,Good,50.0,0.5402
3151,M.Tech/M.E.,Electronics & Communication,3,NLP,Software Engineer Full Stack,Core Product Engineering,Career Switch/Upskilling,6.99,69.0,1,4.1,1.4,6.2,3.3,69.8,61.5,61.3,50.1,58.7,50.2,72.3,39.7,54.3,4,1,2,1,3,1,64.7,49.3,46.1,13.9,44.9,38.5,55.1,80.2,Good,50.2,0.3272
3152,M.Tech/M.E.,Mechanical Engineering,1,Robotics,Analytics Engineer,Analytics/Data Services,Government Exams,7.71,100.0,1,7.6,3.8,6.6,5.5,64.3,79.4,80.7,79.8,57.4,74.1,69.1,89.0,86.3,6,3,3,2,2,1,70.9,72.7,71.2,72.3,66.5,56.3,65.5,83.4,Excellent,60.2,0.6729
3153,BCA,Computer Science,2,NLP,Generative AI Engineer,Core Product Engineering,Entrepreneurship/Startup,6.36,62.4,4,3.0,2.1,6.6,7.2,51.2,61.3,53.0,57.1,23.6,43.9,45.9,53.5,69.7,1,3,1,0,0,0,55.3,48.4,41.7,33.1,39.7,30.7,61.2,51.1,At-Risk,35.9,0.2175
3154,B.Tech/B.E.,Agricultural Engineering,1,Applied Research,Data Analyst,Freelance/Remote-Global,Job Placement,7.05,85.8,0,3.8,6.0,7.1,6.9,80.1,70.8,56.9,64.4,82.4,60.5,67.9,81.4,95.1,3,1,3,2,2,0,63.7,61.5,59.3,42.7,66.0,47.6,50.7,86.7,Excellent,56.9,0.6084
3155,B.Tech/B.E.,Electrical Engineering,3,Generative AI,AI Transformation Consultant,Core Product Engineering,Government Exams,7.26,76.1,0,4.1,0.0,6.0,5.9,80.1,50.9,62.8,58.8,75.8,36.1,72.6,31.2,55.2,0,0,0,0,0,1,46.9,48.0,16.7,16.0,34.3,21.4,40.1,80.0,Good,42.0,0.1057
3156,B.Tech/B.E.,Pharmacy,1,Applied Research,AI Product Manager,AI/ML Product Companies,Job Placement,6.89,96.6,0,5.3,4.0,6.4,3.3,66.5,84.4,76.9,61.5,59.4,68.0,54.6,50.8,51.9,7,2,4,2,4,0,45.5,71.3,51.4,38.6,65.1,49.9,78.6,71.0,Good,54.3,0.7154
3157,B.Tech/B.E.,Computer Science,2,Data Engineering,NLP Engineer,GenAI Startups,Job Placement,5.66,59.9,0,3.7,3.6,6.2,5.6,53.9,66.7,24.4,37.9,42.6,61.2,47.7,44.1,43.5,4,3,3,2,4,0,22.2,52.9,53.8,45.3,53.8,43.6,44.9,58.5,At-Risk,42.5,0.261
3158,MSc,Computer Science,2,Robotics,Data Analyst,Autonomous Systems/Robotics,Entrepreneurship/Startup,7.65,45.9,2,0.0,2.4,6.9,5.8,63.4,53.1,65.9,61.7,68.2,30.8,57.7,76.2,81.8,2,1,0,1,0,0,41.6,52.3,34.6,51.4,22.0,44.2,41.6,55.5,At-Risk,40.3,0.2946
3159,M.Tech/M.E.,Textile Engineering,2,Classical ML,Data Engineer,Analytics/Data Services,Entrepreneurship/Startup,6.18,66.4,1,4.4,1.8,7.4,2.8,68.2,59.1,49.1,60.4,46.2,25.2,55.0,48.8,55.2,2,0,1,0,0,0,22.2,44.5,40.3,29.4,25.3,30.7,46.9,59.4,Average,33.5,0.2757
3160,BS (Data Science & AI),Electronics & Communication,4,Computer Vision,AI Transformation Consultant,Government/PSU,Entrepreneurship/Startup,7.04,88.1,1,6.1,3.6,7.8,3.6,65.4,86.4,55.5,62.2,59.5,62.0,70.1,79.4,72.3,6,2,5,2,4,0,53.2,54.9,73.7,53.6,56.8,52.4,52.9,79.5,Good,61.2,0.2993
3161,MCA,Robotics,2,Applied Research,AI/ML Engineer,GenAI Startups,Entrepreneurship/Startup,6.81,81.6,0,5.8,1.2,6.6,5.3,77.9,45.1,47.2,56.6,62.0,51.2,50.4,66.3,76.7,2,0,2,1,0,1,48.8,39.4,50.6,35.6,40.2,39.4,38.9,73.4,Good,42.5,0.7453
3162,B.Tech/B.E.,AI & Data Science,2,Applied Research,Conversational AI Engineer,GenAI Startups,Career Switch/Upskilling,5.7,63.6,0,2.9,0.6,6.5,5.6,42.9,49.7,39.4,73.4,16.8,22.1,44.4,79.8,65.3,0,0,0,0,0,0,29.0,22.7,44.7,15.6,32.0,29.5,35.9,57.0,At-Risk,27.0,0.2781
3163,MSc,Commerce,4,NLP,AI/ML Engineer,Analytics/Data Services,Job Placement,7.34,81.8,2,4.1,5.3,6.0,3.3,65.8,68.3,71.2,48.0,57.4,72.5,67.1,72.5,76.0,4,1,2,2,5,1,58.1,61.8,62.5,45.9,34.7,61.5,43.4,64.7,Average,51.6,0.8735
3164,BCA,Mathematics & Computing,3,Robotics,Data Analyst,Analytics/Data Services,Career Switch/Upskilling,7.5,72.9,0,4.1,1.4,6.9,6.3,76.7,56.9,59.6,49.3,81.0,65.9,64.8,87.1,69.6,2,0,2,0,0,2,31.8,37.9,59.2,22.5,49.9,42.8,69.3,71.4,Good,41.1,0.2264
3165,M.Tech/M.E.,Physics,3,Robotics,Data Analyst,Analytics/Data Services,Government Exams,7.44,71.9,0,3.9,4.7,5.4,7.1,71.6,73.4,71.1,60.5,56.6,62.6,67.7,66.4,58.1,6,1,3,2,2,1,43.4,62.8,48.4,56.9,45.6,56.5,79.0,83.1,Excellent,46.3,0.4082
3166,M.Tech/M.E.,Environmental Engineering,1,Applied Research,Conversational AI Engineer,AI/ML Product Companies,Freelance/Remote Work,7.19,59.1,1,2.8,0.0,7.7,4.1,59.5,43.1,47.5,43.1,56.5,25.7,57.6,54.1,59.9,0,1,2,0,0,0,44.8,26.0,34.3,17.2,27.6,23.2,74.8,60.8,Average,38.8,0.3036
3167,MCA,Information Technology,3,NLP,NLP Engineer,GenAI Startups,Freelance/Remote Work,6.12,63.4,2,4.4,5.4,5.1,7.2,53.7,73.8,57.7,61.5,53.8,60.8,55.6,64.1,76.8,6,2,3,3,2,0,55.5,58.8,67.2,53.0,37.1,54.1,61.5,49.7,At-Risk,49.6,0.7971
3168,B.Tech/B.E.,Environmental Engineering,2,Generative AI,Conversational AI Engineer,Analytics/Data Services,Government Exams,7.16,72.7,3,1.5,2.5,5.8,4.2,75.7,33.6,37.6,57.2,54.4,20.2,51.0,47.5,49.7,0,0,2,0,0,1,15.5,20.2,39.0,9.5,33.5,12.5,39.5,60.5,Average,29.9,0.1269
3169,BS (Data Science & AI),Robotics,1,NLP,Computer Vision Engineer,Autonomous Systems/Robotics,Career Switch/Upskilling,6.7,77.6,3,3.4,1.0,6.8,6.5,75.9,36.5,36.0,39.1,46.7,38.1,51.6,47.3,68.1,1,1,2,1,0,0,34.1,32.5,57.9,13.1,44.9,26.4,61.8,67.5,Average,39.1,0.0935
3170,MCA,Robotics,2,Classical ML,Analytics Engineer,Analytics/Data Services,Freelance/Remote Work,7.05,72.9,2,0.7,3.2,5.5,3.8,68.5,65.0,63.4,52.0,60.4,48.2,71.5,63.5,72.8,2,3,1,1,3,0,71.1,62.4,32.9,42.3,46.5,39.7,40.2,64.2,Average,52.4,0.466
3171,MSc,Business Administration,1,Classical ML,AI/ML Engineer,AI/ML Product Companies,Career Switch/Upskilling,7.52,86.9,0,6.8,3.6,6.3,4.4,70.0,44.6,55.0,59.4,73.9,61.3,55.3,56.0,64.4,6,3,3,1,2,1,55.4,48.5,85.6,59.9,64.5,45.6,59.4,79.8,Excellent,50.3,0.8914
3172,B.Tech/B.E.,Commerce,2,Generative AI,Data Analyst,Analytics/Data Services,Career Switch/Upskilling,6.76,76.9,3,3.5,0.2,6.9,4.8,66.9,41.0,38.0,30.9,53.2,38.2,55.8,46.3,60.0,3,0,2,0,0,0,42.1,26.8,23.5,21.2,7.2,27.5,40.6,61.6,Average,33.1,0.0507
3173,B.Tech/B.E.,Chemical Engineering,1,Applied Research,Software Engineer Full Stack,Core Product Engineering,Government Exams,5.66,93.5,2,7.3,1.2,6.3,3.6,49.1,61.6,33.3,62.0,33.7,59.3,25.4,38.0,54.4,3,1,2,1,0,0,35.2,59.1,51.7,18.9,75.2,38.3,50.7,65.8,Average,42.4,0.1177
3174,MSc,Computer Science,3,Robotics,AI Product Manager,AI/ML Product Companies,Career Switch/Upskilling,6.66,63.5,4,1.6,5.2,5.0,4.9,62.6,65.3,61.1,72.1,95.9,57.2,83.2,98.8,90.3,4,3,0,2,2,2,72.9,47.3,49.5,54.8,50.0,46.2,81.1,55.5,At-Risk,56.7,0.7051
3175,PhD,Aerospace Engineering,3,Generative AI,AI/ML Engineer,GenAI Startups,Government Exams,10.0,92.9,0,6.9,4.5,8.1,3.3,99.9,61.5,71.8,72.7,93.8,65.7,77.5,81.5,82.6,5,1,3,1,3,1,41.0,66.6,48.2,44.5,61.1,47.1,64.6,95.8,Excellent,61.4,0.9172
3176,MCA,Computer Science,2,Applied Research,AI Research Scientist,Consulting,Freelance/Remote Work,6.91,84.4,0,5.8,2.8,5.9,3.7,65.7,91.3,42.9,87.7,42.3,40.7,67.0,47.9,70.1,3,1,2,2,1,0,48.1,55.1,53.3,38.8,47.2,44.7,51.1,71.7,Good,50.4,0.3149
3177,BCA,Computer Science,1,NLP,Generative AI Engineer,Research Labs/Academia,Higher Studies/Research,8.65,73.6,0,4.9,1.8,7.6,4.5,92.2,58.7,55.7,62.4,75.2,48.6,65.0,92.8,78.9,2,2,3,2,0,0,49.7,45.9,52.7,57.5,64.5,38.8,68.8,90.7,Excellent,52.2,0.8293
3178,M.Tech/M.E.,Computer Science,4,NLP,Generative AI Engineer,GenAI Startups,Higher Studies/Research,7.49,75.4,0,3.0,2.5,8.0,3.9,79.2,50.9,38.2,61.4,45.7,47.4,83.9,76.9,66.7,2,2,2,0,0,0,51.3,41.5,53.7,30.2,52.0,27.6,39.5,72.6,Good,44.5,0.8078
3179,BS (Data Science & AI),AI & Data Science,3,Robotics,AI Research Scientist,GenAI Startups,Entrepreneurship/Startup,6.56,72.3,1,4.3,2.1,6.3,4.5,71.0,69.7,60.3,67.2,42.3,31.3,62.5,64.5,61.3,1,0,1,0,0,0,38.8,43.3,37.6,28.5,34.2,29.7,59.3,66.7,Average,43.4,0.5665
3180,BCA,Computer Science,3,Classical ML,Generative AI Engineer,Analytics/Data Services,Freelance/Remote Work,7.22,57.6,1,0.1,1.3,6.7,6.3,54.6,56.1,74.5,46.9,58.1,43.8,79.4,59.2,75.9,2,0,0,0,1,0,40.2,40.2,55.2,21.6,27.3,28.8,43.7,59.8,Average,37.1,0.1723
3181,BCA,Robotics,1,MLOps,NLP Engineer,GenAI Startups,Government Exams,5.62,61.2,2,3.8,1.6,7.0,6.0,60.5,50.6,28.3,55.4,30.3,43.6,54.6,55.9,56.4,3,0,1,1,1,0,42.1,55.1,45.6,40.6,24.7,31.6,42.7,48.8,At-Risk,34.1,0.5852
3182,MSc,Automobile Engineering,2,Robotics,Data Analyst,Consulting,Government Exams,7.36,76.5,1,2.6,2.6,6.8,6.4,64.7,66.9,86.8,73.1,52.3,34.9,62.1,82.0,77.2,4,0,0,0,3,0,58.8,58.3,42.4,38.7,27.4,33.3,74.6,67.9,Average,47.6,0.2192
3183,B.Tech/B.E.,Electrical Engineering,1,Generative AI,Data Scientist,Freelance/Remote-Global,Career Switch/Upskilling,7.07,55.3,1,2.4,4.1,5.4,7.8,52.8,57.2,51.8,33.6,42.2,45.7,58.8,64.5,51.9,5,2,2,1,0,0,60.2,64.2,58.6,31.3,35.8,35.2,37.0,52.0,At-Risk,47.6,0.5015
3184,BS (Data Science & AI),Electronics & Communication,1,Applied Research,Applied Scientist,AI/ML Product Companies,Entrepreneurship/Startup,6.56,92.5,0,5.4,4.7,6.3,5.0,71.9,60.8,35.6,63.5,65.8,69.8,54.8,80.3,75.2,4,3,3,2,3,1,45.9,37.2,45.7,45.8,56.8,45.5,26.8,75.9,Good,45.6,0.7193
3185,PhD,Robotics,2,NLP,Data Scientist,Analytics/Data Services,Entrepreneurship/Startup,8.33,89.3,0,6.6,2.8,6.4,4.5,86.3,74.2,67.3,53.0,73.1,51.8,67.2,62.6,55.8,5,1,1,2,2,1,60.1,60.1,39.6,23.2,57.5,41.3,56.8,87.5,Excellent,57.1,0.8345
3186,B.Tech/B.E.,Textile Engineering,4,Data Engineering,Software Engineer Backend,Core Product Engineering,Higher Studies/Research,5.11,60.6,1,0.7,0.5,6.3,5.6,66.8,47.1,25.7,50.5,18.9,17.5,43.2,27.4,42.6,0,0,2,1,0,0,28.9,28.0,32.2,10.4,29.0,24.7,36.2,63.0,Average,28.4,0.03
3187,M.Tech/M.E.,Statistics,3,Data Engineering,Data Analyst,Analytics/Data Services,Job Placement,6.58,82.0,3,3.1,2.7,6.7,2.9,71.4,36.1,47.6,47.6,42.4,36.8,46.3,43.3,48.0,2,3,2,0,1,0,53.0,36.5,33.0,13.0,39.0,24.0,34.8,57.1,Average,33.8,0.2129
3188,B.Tech/B.E.,Pharmacy,2,NLP,Data Analyst,GenAI Startups,Government Exams,5.97,62.8,2,5.1,0.9,5.0,5.1,50.5,59.9,62.0,48.7,42.0,38.7,49.3,55.3,55.4,2,0,1,1,0,0,27.2,40.9,26.6,42.3,32.5,30.2,38.3,56.9,Average,42.5,0.4372
3189,BS (Data Science & AI),Civil Engineering,4,Applied Research,Analytics Engineer,Government/PSU,Freelance/Remote Work,6.92,81.9,1,4.8,1.4,7.0,3.8,73.1,56.9,69.2,79.7,66.1,55.1,68.9,71.5,50.3,2,1,1,1,0,1,44.6,48.4,31.1,30.9,52.7,42.3,49.6,71.7,Good,50.2,0.3313
3190,B.Tech/B.E.,Robotics,3,Robotics,AI Research Scientist,Research Labs/Academia,Government Exams,7.18,76.5,2,2.8,1.2,7.7,7.2,80.5,60.4,80.5,68.5,55.3,37.3,47.4,65.1,79.0,2,0,1,1,0,0,63.9,50.5,32.7,39.1,36.9,36.2,54.1,68.2,Average,41.1,0.2966
3191,M.Tech/M.E.,Biotechnology,1,Classical ML,Analytics Engineer,GenAI Startups,Government Exams,6.33,55.6,2,1.4,0.0,5.7,4.1,64.0,22.9,39.4,57.2,35.1,32.2,40.4,60.1,56.1,0,0,1,0,0,0,31.2,24.5,43.2,22.7,9.9,13.3,29.1,51.2,At-Risk,30.2,0.3203
3192,B.Tech/B.E.,Food Technology,2,Classical ML,Analytics Engineer,Analytics/Data Services,Government Exams,7.94,82.5,1,4.7,2.1,6.1,5.5,74.8,41.8,42.8,58.4,55.3,37.3,59.6,53.8,51.9,1,1,1,0,0,0,15.1,32.2,25.9,6.2,46.8,23.2,23.5,73.6,Good,45.7,0.385
3193,B.Tech/B.E.,Biotechnology,4,NLP,Cloud DevOps Engineer,Autonomous Systems/Robotics,Higher Studies/Research,7.2,67.9,2,3.9,4.6,7.4,5.2,67.7,51.7,56.8,40.7,60.8,67.0,67.6,50.8,71.3,5,3,4,1,0,0,45.7,63.0,46.2,52.3,51.2,42.7,50.5,66.6,Average,39.8,0.2762
3194,BCA,AI & Data Science,3,Applied Research,AI Ethics Specialist,Government/PSU,Higher Studies/Research,6.74,78.7,0,5.0,0.5,6.3,7.4,65.6,60.8,43.9,60.8,51.4,44.3,58.2,59.7,64.6,4,0,0,0,1,0,34.1,60.8,35.8,10.6,41.3,30.7,43.8,70.8,Good,44.4,0.0686
3195,MSc,AI & Data Science,2,Robotics,Data Scientist,Autonomous Systems/Robotics,Government Exams,7.48,63.8,0,1.4,2.9,6.5,5.2,72.2,69.2,78.1,52.7,85.2,65.6,54.9,96.4,86.0,4,0,2,1,1,0,48.7,60.1,52.3,23.7,45.3,42.4,66.5,72.2,Average,45.0,0.5731
3196,B.Tech/B.E.,Robotics,1,Data Engineering,NLP Engineer,AI/ML Product Companies,Freelance/Remote Work,7.66,76.3,1,4.0,4.3,5.8,5.7,79.0,69.9,92.4,48.8,70.4,68.8,58.0,55.6,55.1,4,2,1,4,2,1,45.8,64.8,40.5,66.5,52.7,55.9,60.5,75.9,Good,63.5,0.8962
3197,B.Tech/B.E.,Electrical Engineering,1,Robotics,AI Trainer RLHF Specialist,AI/ML Product Companies,Government Exams,4.91,62.0,2,3.6,3.3,5.7,7.5,62.6,65.5,67.0,65.5,51.6,38.0,56.9,74.0,70.7,4,0,2,1,2,0,48.9,34.3,59.1,42.1,34.1,42.4,56.5,45.6,At-Risk,46.0,0.4259
3198,MCA,AI & Data Science,1,Generative AI,Software Engineer Backend,Core Product Engineering,Government Exams,7.32,81.0,0,5.3,4.5,6.6,2.3,74.8,70.5,92.8,67.6,67.0,62.6,74.0,57.7,65.9,5,0,3,1,4,1,47.3,63.2,38.8,54.0,50.3,45.1,58.4,75.2,Good,51.9,0.4031
3199,BCA,Mathematics & Computing,1,NLP,AI Trainer RLHF Specialist,GenAI Startups,Freelance/Remote Work,7.28,100.0,0,5.9,3.9,8.9,3.6,82.1,74.3,46.3,78.3,46.8,65.4,80.6,64.8,70.4,4,2,3,2,2,0,49.8,55.0,55.3,45.9,65.0,51.3,59.1,85.2,Excellent,59.5,0.9098
3200,BCA,Information Technology,3,Classical ML,MLOps Engineer,Core Product Engineering,Higher Studies/Research,8.04,72.7,0,3.6,3.1,7.3,6.4,85.2,66.8,62.2,69.1,85.3,63.0,78.8,64.1,84.5,4,0,4,1,1,1,53.0,53.6,45.7,20.2,63.0,42.7,44.7,93.2,Excellent,59.1,0.5999
3201,PhD,Automobile Engineering,1,Generative AI,Software Engineer Full Stack,HealthTech,Higher Studies/Research,8.51,74.4,0,4.0,3.5,6.2,3.4,75.4,61.7,85.6,68.9,72.5,54.9,83.7,85.0,84.9,3,3,2,1,2,1,53.5,47.9,54.0,57.5,58.5,43.1,40.5,80.2,Excellent,56.0,0.6287
3202,M.Tech/M.E.,Commerce,3,Data Engineering,Software Engineer Backend,Core Product Engineering,Government Exams,6.16,73.3,2,2.3,1.1,6.4,4.1,64.7,57.5,62.7,45.0,40.7,22.2,51.8,56.6,69.3,0,0,0,0,0,0,26.0,47.3,35.0,19.2,38.5,28.7,34.4,71.8,Good,42.4,0.1955
3203,MSc,Electrical Engineering,1,Classical ML,Data Analyst,Consulting,Higher Studies/Research,7.31,81.9,1,4.4,1.7,6.6,3.2,79.3,40.4,52.2,47.7,61.3,33.0,78.4,50.6,56.0,2,0,1,1,0,0,53.5,37.0,31.6,29.1,32.6,28.6,38.6,65.9,Average,42.6,0.5879
3204,B.Tech/B.E.,AI & Data Science,3,Data Engineering,Generative AI Engineer,GenAI Startups,Career Switch/Upskilling,8.88,95.4,0,7.3,3.4,6.2,2.9,88.9,71.0,68.2,74.3,69.2,61.0,79.1,65.0,78.8,7,1,4,1,6,1,53.7,75.4,45.6,34.2,57.8,44.9,45.0,94.0,Excellent,58.5,0.8878
3205,MSc,Computer Science,1,Robotics,Data Engineer,Analytics/Data Services,Career Switch/Upskilling,6.29,57.2,1,1.7,1.4,6.4,6.5,59.8,45.3,62.2,48.4,36.4,41.8,59.2,84.4,65.9,1,1,2,0,0,0,52.9,46.3,57.2,31.6,19.4,36.1,46.0,69.0,Good,35.3,0.3332
