degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability,sector
B.Tech,CSE,3,7.72,57,3.6,0.9,7.3,6.4,92,90,0,3,2,3,70,70,67,32,48,74,68,1,65,62,Placement,Business Analyst,69.2,Average,54.7,60.5,Tech
BBA,Finance,2,8.05,75,5.2,3.9,6.0,6.2,84,92,0,4,3,4,41,54,80,59,69,81,54,1,71,63,Placement,Data Analyst,85.3,Good,47.8,54.0,Management
BBA,Marketing,1,8.79,69,4.7,0.0,6.5,9.2,100,98,1,2,0,2,41,21,45,53,20,78,64,0,62,56,Placement,ML Engineer,65.9,Average,40.8,43.9,Management
BBA,HR,4,9.54,94,4.4,2.3,7.6,9.7,100,99,0,6,4,8,94,50,90,59,64,74,69,0,85,86,Higher Studies,Business Analyst,91.7,Excellent,50.5,53.4,Management
BCA,General,3,6.98,63,4.0,1.8,9.0,7.6,88,77,0,6,4,1,88,79,83,54,59,54,53,1,70,69,Placement,Business Analyst,72.1,Average,62.0,66.1,Tech
B.Tech,IT,3,7.13,76,4.1,3.0,7.6,12.0,74,90,2,7,5,6,100,69,72,98,71,82,71,0,83,88,Higher Studies,Data Analyst,58.0,Average,71.2,79.0,Tech
B.Tech,CSE,3,8.24,81,3.4,3.5,8.2,6.1,91,85,0,5,5,6,78,73,74,27,46,70,71,2,100,96,Placement,Software Engineer,82.7,Good,67.3,69.2,Tech
B.Tech,CSE,3,7.91,75,3.8,4.8,6.5,2.0,94,89,0,7,4,6,100,69,90,61,87,46,70,0,84,81,Entrepreneurship,Software Engineer,92.1,Excellent,68.0,66.5,Tech
B.Tech,IT,2,7.1,90,3.1,1.9,7.3,5.0,82,78,0,4,1,1,66,24,69,64,48,51,62,0,64,57,Government Exam,ML Engineer,70.2,Average,52.0,55.3,Tech
B.Tech,IT,3,7.39,72,3.9,1.6,5.1,5.1,97,93,0,4,3,4,53,43,71,32,70,67,66,1,70,71,Placement,Data Analyst,73.3,Average,56.8,59.4,Tech
B.Tech,AI&DS,3,7.56,57,5.0,3.6,5.7,9.1,100,82,0,6,5,2,62,60,90,73,69,50,63,1,78,77,Government Exam,Data Analyst,81.0,Good,65.1,62.6,Tech
BCA,General,4,6.99,91,5.7,2.3,7.2,5.6,80,99,2,6,4,3,72,94,76,52,74,79,63,2,87,91,Higher Studies,Software Engineer,65.7,Average,70.6,73.6,Tech
BBA,HR,4,7.98,66,4.4,1.7,7.4,8.7,97,86,0,4,3,2,84,59,66,64,51,53,61,1,63,58,Placement,Software Engineer,75.3,Good,42.4,51.0,Management
Law,Criminal,1,7.8,73,4.4,2.0,7.8,7.6,90,92,0,3,1,4,44,43,78,84,67,71,57,0,57,53,Placement,ML Engineer,73.8,Average,41.3,44.8,Law
Law,Corporate,2,7.36,71,4.7,1.6,6.8,6.6,92,91,0,4,3,1,56,26,66,68,58,71,63,0,65,52,Placement,Software Engineer,74.0,Average,43.6,48.6,Law
BCA,General,1,6.13,62,6.0,0.5,8.5,6.8,80,71,3,0,0,1,1,18,56,60,66,52,81,0,40,40,Government Exam,ML Engineer,34.1,At Risk,38.5,47.7,Tech
B.Tech,CSE,1,7.66,61,4.2,4.4,7.6,6.6,89,74,0,7,3,6,100,51,97,56,83,68,62,0,84,87,Higher Studies,Business Analyst,85.4,Good,70.3,73.9,Tech
BCA,General,3,9.75,53,5.2,3.1,5.2,8.3,100,91,0,6,3,10,87,51,76,62,55,80,71,0,91,91,Placement,ML Engineer,96.4,Excellent,66.6,76.8,Tech
BBA,Finance,4,7.42,79,5.1,0.6,5.2,5.5,93,88,1,3,4,0,59,89,64,64,50,62,75,0,56,52,Placement,ML Engineer,64.7,Average,40.1,45.7,Management
B.Tech,CSE,1,7.59,82,3.6,4.3,7.1,5.2,79,81,2,4,2,7,76,47,64,49,45,81,72,0,77,79,Placement,ML Engineer,63.3,Average,57.3,67.5,Tech
B.Tech,IT,2,7.57,76,5.6,2.7,6.8,6.8,85,82,0,6,2,6,80,32,100,62,87,81,83,0,80,87,Higher Studies,Business Analyst,84.1,Good,71.3,86.0,Tech
B.Com,Hons,4,7.89,79,1.4,2.2,7.2,6.4,92,100,0,4,4,4,45,72,62,69,48,58,69,0,67,71,Government Exam,Software Engineer,69.5,Average,42.4,49.6,Commerce
B.Tech,CSE,4,9.09,72,6.1,3.1,6.7,5.6,95,91,0,7,6,3,99,72,71,48,53,69,74,1,80,81,Entrepreneurship,ML Engineer,100.0,Excellent,66.6,62.5,Tech
BCA,General,2,6.91,73,2.7,2.0,6.4,10.4,95,90,1,5,4,6,80,61,76,85,55,50,81,0,71,66,Placement,Software Engineer,55.8,Average,60.3,55.7,Tech
BCA,General,3,6.28,72,4.3,0.9,6.3,7.4,86,79,2,2,3,2,55,55,75,58,44,75,58,2,75,82,Placement,ML Engineer,42.9,At Risk,59.4,64.0,Tech
B.Tech,AI&DS,2,7.64,73,5.7,1.9,6.9,4.9,83,86,2,3,1,4,46,62,62,92,61,85,61,1,78,76,Placement,Software Engineer,63.2,Average,60.9,65.9,Tech
B.Tech,CSE,1,7.25,59,3.9,2.4,7.8,7.2,86,83,1,3,2,2,66,42,59,74,38,83,71,0,68,74,Government Exam,ML Engineer,60.9,Average,54.6,64.1,Tech
B.Tech,ECE,1,7.58,90,4.9,1.4,5.9,4.1,95,86,0,2,1,3,54,34,72,59,59,71,50,0,49,45,Placement,Software Engineer,74.9,Average,48.3,43.9,Tech
B.Tech,AI&DS,1,9.15,71,5.8,3.1,6.9,3.7,100,85,0,4,2,7,49,40,68,63,77,53,75,0,83,86,Placement,Data Analyst,95.4,Excellent,57.4,53.9,Tech
B.Tech,ECE,2,7.47,67,7.3,4.0,8.4,7.6,88,81,0,5,4,7,41,55,77,51,55,57,48,1,74,71,Government Exam,Business Analyst,88.0,Good,56.3,58.1,Tech
B.Com,Hons,4,8.16,67,4.5,2.1,5.3,4.3,92,85,0,6,4,3,81,60,76,48,58,84,60,0,73,73,Placement,ML Engineer,85.7,Good,48.0,55.6,Commerce
B.Tech,IT,3,8.0,68,4.8,0.0,7.6,6.1,100,94,0,5,5,3,70,85,62,87,36,42,63,1,69,73,Placement,Business Analyst,77.7,Good,56.2,49.6,Tech
BCA,General,2,8.27,69,4.6,2.3,6.8,3.9,85,100,0,4,2,5,58,48,80,53,71,78,45,1,74,67,Higher Studies,ML Engineer,83.7,Good,60.6,74.0,Tech
B.Tech,IT,2,8.3,75,4.2,1.5,6.2,5.4,100,100,0,1,1,2,52,53,52,67,49,69,60,0,50,42,Placement,Data Analyst,73.9,Average,44.5,51.1,Tech
Law,Criminal,2,5.8,52,2.5,2.2,6.4,5.1,81,76,0,3,1,1,34,26,74,66,51,76,48,1,53,48,Placement,Data Analyst,56.0,Average,41.9,46.7,Law
B.Tech,CSE,3,8.09,62,2.8,2.2,8.0,5.8,100,83,0,3,3,7,54,68,57,67,56,73,50,2,83,80,Placement,Business Analyst,72.9,Average,60.0,68.5,Tech
B.Tech,CSE,4,7.71,88,4.5,1.5,6.9,10.6,91,87,1,5,4,4,72,50,58,53,37,65,80,2,97,98,Placement,ML Engineer,66.2,Average,65.3,65.1,Tech
B.Com,General,1,7.12,89,5.0,0.9,5.9,8.6,100,88,2,0,1,7,12,27,42,68,27,55,60,0,53,62,Placement,Software Engineer,46.5,At Risk,33.1,49.4,Commerce
B.Com,Hons,1,9.6,70,6.4,2.5,6.1,5.8,98,97,0,2,0,8,67,40,61,61,54,77,76,0,61,62,Entrepreneurship,ML Engineer,93.2,Excellent,42.5,46.1,Commerce
B.Tech,ECE,3,8.49,100,4.2,1.6,6.5,5.6,96,97,0,3,2,3,43,78,59,52,53,46,67,0,65,71,Placement,Software Engineer,80.6,Good,46.9,47.0,Tech
B.Com,Hons,3,7.65,83,6.8,4.6,7.9,4.6,96,80,2,8,6,7,100,28,86,60,52,69,69,1,94,94,Government Exam,Business Analyst,82.7,Good,56.9,71.4,Commerce
BCA,General,2,7.15,91,2.7,2.8,6.5,3.9,93,85,0,5,4,4,64,74,64,89,52,60,60,1,72,74,Placement,Business Analyst,74.4,Average,60.0,57.8,Tech
BCA,General,3,8.76,74,4.8,1.6,7.0,5.7,91,93,0,3,2,1,62,65,67,38,53,52,46,2,73,79,Placement,Data Analyst,83.0,Good,55.0,55.7,Tech
B.Tech,CSE,3,7.68,68,4.1,1.9,6.3,8.7,80,86,0,4,3,7,86,63,71,71,48,70,84,0,69,72,Placement,Software Engineer,72.7,Average,59.4,61.0,Tech
B.Tech,ECE,2,6.34,86,2.5,2.3,6.6,2.0,77,76,0,4,3,5,69,36,80,77,64,87,72,1,82,83,Placement,ML Engineer,66.9,Average,67.6,64.7,Tech
BBA,Marketing,2,9.04,84,2.0,2.6,6.8,8.0,97,84,0,4,2,6,63,43,68,79,49,51,60,0,70,73,Placement,Data Analyst,78.6,Good,41.5,47.8,Management
BCA,General,2,7.58,68,3.8,3.2,6.1,8.3,89,77,0,5,2,2,61,43,81,85,70,56,55,0,71,67,Placement,Business Analyst,76.2,Good,59.3,64.3,Tech
B.Tech,AI&DS,4,7.91,80,4.0,3.9,6.2,2.0,93,100,0,7,6,5,100,71,96,44,84,72,40,2,86,88,Higher Studies,Data Analyst,91.0,Excellent,74.4,78.4,Tech
BBA,HR,4,8.03,40,3.2,2.4,6.5,6.1,98,80,0,7,5,1,100,79,87,92,83,58,57,2,83,81,Placement,ML Engineer,80.5,Good,55.6,58.9,Management
BBA,Marketing,4,7.3,66,5.6,3.0,8.5,5.1,88,82,1,7,5,4,94,59,87,43,86,72,77,1,83,84,Entrepreneurship,ML Engineer,78.3,Good,53.6,48.3,Management
B.Tech,CSE,3,8.95,90,3.9,3.0,7.1,5.7,84,89,0,5,4,4,82,64,75,55,67,61,72,0,62,57,Placement,Business Analyst,89.2,Good,57.8,61.2,Tech
BCA,General,3,6.78,66,3.0,2.6,6.1,6.4,92,80,1,5,3,2,100,76,78,59,66,69,62,2,75,72,Placement,Data Analyst,60.6,Average,68.4,65.6,Tech
B.Tech,IT,3,7.96,72,4.1,2.3,7.8,6.6,100,100,0,4,1,3,66,49,92,46,80,74,48,1,63,66,Placement,Software Engineer,77.7,Good,61.0,58.0,Tech
BBA,HR,4,7.23,72,3.6,2.7,7.9,3.3,90,89,0,6,4,7,100,77,76,54,54,72,69,2,94,95,Placement,Software Engineer,79.0,Good,57.6,64.4,Management
BBA,Finance,1,9.08,59,7.0,1.7,6.1,9.3,97,91,0,2,0,5,16,41,54,67,52,56,65,0,62,63,Government Exam,Software Engineer,85.6,Good,38.0,40.7,Management
Law,Criminal,2,8.13,72,4.0,1.1,8.6,5.0,95,90,0,2,0,3,26,46,54,56,39,69,61,0,56,54,Higher Studies,ML Engineer,73.8,Average,37.8,40.6,Law
B.Tech,CSE,3,7.63,67,3.1,4.2,7.4,11.3,98,93,2,8,6,4,100,64,100,63,83,35,65,1,97,100,Placement,Data Analyst,63.4,Average,74.1,76.8,Tech
B.Tech,ECE,3,6.82,64,7.0,2.8,7.4,4.1,78,92,0,6,3,5,96,74,79,48,63,62,57,2,78,81,Placement,Software Engineer,85.3,Good,67.6,66.9,Tech
B.Tech,CSE,2,8.36,73,5.6,2.8,7.4,3.9,90,94,0,3,3,1,80,57,60,60,43,73,56,0,66,72,Government Exam,Data Analyst,86.7,Good,52.4,54.8,Tech
B.Tech,AI&DS,3,7.95,58,4.7,2.2,7.3,6.6,88,100,0,5,5,1,72,100,69,81,37,43,77,2,81,81,Placement,Business Analyst,80.4,Good,63.4,65.9,Tech
B.Tech,IT,3,6.32,71,3.3,3.1,6.9,7.8,75,75,3,6,4,8,69,66,74,72,52,68,71,1,81,79,Placement,Software Engineer,44.1,At Risk,65.2,66.6,Tech
Law,Corporate,2,8.16,71,5.6,2.3,7.6,8.5,100,88,0,6,3,7,89,48,79,52,60,46,55,0,72,70,Placement,Data Analyst,85.7,Good,40.6,47.3,Law
B.Tech,IT,3,7.91,97,2.3,0.7,6.7,4.0,93,90,1,5,4,0,86,65,78,67,50,62,36,2,79,76,Placement,ML Engineer,66.5,Average,64.5,55.6,Tech
B.Tech,ECE,2,7.97,64,5.5,1.9,8.6,5.3,84,92,0,4,4,4,70,64,72,33,65,59,72,0,73,69,Placement,Business Analyst,82.0,Good,55.0,47.0,Tech
BBA,Finance,4,7.51,81,4.9,3.2,5.0,9.7,80,82,0,7,6,9,100,85,83,71,71,89,69,2,100,100,Entrepreneurship,Business Analyst,81.9,Good,64.4,66.8,Management
B.Tech,IT,2,9.21,56,6.0,1.8,6.1,5.3,100,100,0,3,4,2,58,50,57,71,42,71,68,1,56,62,Government Exam,Business Analyst,89.6,Good,52.9,55.0,Tech
BBA,Finance,3,8.72,100,1.0,0.3,7.4,7.8,100,97,0,2,2,2,37,52,43,73,33,69,72,1,68,62,Higher Studies,Business Analyst,65.9,Average,45.9,57.3,Management
B.Tech,IT,1,6.58,79,3.1,2.1,6.9,2.2,91,79,1,3,1,2,52,51,54,38,38,52,60,0,65,54,Placement,ML Engineer,59.5,Average,44.7,40.3,Tech
BCA,General,1,8.32,77,3.0,0.4,6.5,2.8,100,88,0,0,1,3,55,29,39,41,25,69,52,0,44,53,Higher Studies,ML Engineer,69.2,Average,35.9,34.9,Tech
B.Tech,IT,3,7.92,79,2.8,2.1,7.2,7.9,89,96,2,5,2,2,55,62,65,50,49,48,40,1,79,75,Higher Studies,Software Engineer,58.2,Average,54.2,61.0,Tech
B.Tech,ECE,2,7.51,74,5.1,3.9,5.8,5.7,81,83,0,6,4,6,100,95,85,63,72,59,41,1,70,66,Higher Studies,ML Engineer,85.9,Good,64.7,59.6,Tech
Law,Criminal,2,7.42,67,4.1,1.0,6.0,7.5,100,80,1,4,2,7,66,43,70,50,56,64,68,1,68,70,Placement,ML Engineer,61.9,Average,45.1,44.8,Law
B.Tech,IT,1,7.56,62,3.2,3.3,6.9,4.7,85,79,0,3,0,5,59,35,70,77,49,75,68,0,62,55,Entrepreneurship,Business Analyst,73.4,Average,54.5,63.1,Tech
BCA,General,4,8.73,76,2.8,4.6,7.4,2.7,100,80,0,8,5,5,100,71,95,82,85,75,81,3,100,100,Placement,ML Engineer,95.9,Excellent,87.7,72.6,Tech
B.Tech,IT,3,7.36,87,3.1,4.0,6.3,6.2,83,83,0,8,5,3,100,83,94,48,71,61,68,2,88,89,Entrepreneurship,Business Analyst,83.0,Good,75.8,76.8,Tech
B.Tech,IT,1,6.34,52,5.8,2.2,5.2,3.2,90,63,2,0,0,4,0,10,67,76,57,41,52,0,43,49,Placement,Data Analyst,49.7,At Risk,37.5,44.1,Tech
B.Com,Hons,3,7.51,99,4.4,1.4,7.2,6.3,81,82,0,6,4,1,97,40,68,84,58,60,69,1,53,54,Placement,Data Analyst,79.3,Good,46.6,48.9,Commerce
B.Tech,ECE,4,8.88,64,5.7,2.7,7.5,4.1,100,100,0,4,5,2,42,82,62,33,48,84,74,0,57,60,Placement,Data Analyst,91.9,Excellent,50.2,54.7,Tech
BBA,Marketing,3,9.44,77,8.0,2.7,5.9,7.3,100,91,0,7,5,2,86,60,76,66,51,55,64,2,85,86,Government Exam,Data Analyst,100.0,Excellent,54.3,61.5,Management
Law,Corporate,2,7.56,64,4.5,3.6,6.6,5.5,80,92,1,5,4,2,100,43,80,71,60,65,72,0,61,59,Placement,Data Analyst,73.3,Average,44.2,50.4,Law
BCA,General,3,7.94,72,2.4,2.6,7.9,5.4,77,91,0,5,4,4,100,70,75,45,57,40,78,0,60,65,Government Exam,Data Analyst,76.1,Good,55.2,42.3,Tech
Law,Criminal,1,8.93,76,4.3,3.0,5.8,6.7,98,100,0,5,2,8,77,15,64,57,42,48,84,0,69,65,Government Exam,Data Analyst,88.5,Good,43.1,36.4,Law
B.Tech,IT,2,8.73,71,7.3,1.4,7.0,7.9,100,88,0,4,4,5,57,86,49,45,46,69,67,1,61,62,Higher Studies,Business Analyst,89.6,Good,51.6,57.6,Tech
B.Tech,ECE,1,9.8,75,6.1,3.4,6.3,6.4,100,99,0,6,2,7,90,36,81,94,71,84,49,0,69,79,Higher Studies,Business Analyst,100.0,Excellent,66.2,63.6,Tech
B.Tech,CSE,3,8.78,72,3.5,1.0,9.0,9.6,100,92,0,7,4,1,100,61,86,86,78,59,75,2,88,88,Government Exam,Business Analyst,82.1,Good,77.3,76.8,Tech
BBA,Marketing,1,7.29,78,4.0,1.7,5.8,9.5,81,86,0,1,0,4,22,20,48,81,32,62,66,0,45,45,Higher Studies,Business Analyst,63.1,Average,35.8,43.1,Management
Law,Corporate,4,7.98,80,5.7,3.2,5.2,4.6,98,82,0,7,5,4,100,88,71,63,51,30,80,2,97,100,Placement,ML Engineer,92.7,Excellent,53.8,55.5,Law
B.Tech,IT,2,9.62,48,5.2,4.0,7.6,3.8,100,93,0,6,1,10,96,18,86,67,70,50,69,0,83,86,Higher Studies,ML Engineer,100.0,Excellent,65.2,59.5,Tech
BBA,Finance,1,7.03,70,5.7,3.3,6.7,3.6,92,75,1,4,1,3,85,35,66,38,37,71,64,0,72,75,Entrepreneurship,Software Engineer,72.9,Average,42.7,49.5,Management
B.Tech,AI&DS,2,7.71,87,4.1,2.5,6.0,9.6,85,80,0,3,2,1,51,61,56,88,49,70,66,0,46,51,Placement,ML Engineer,72.1,Average,49.0,46.9,Tech
BCA,General,2,9.62,84,5.1,2.5,6.5,3.6,98,98,0,2,3,1,26,68,56,79,37,74,66,0,40,40,Entrepreneurship,Business Analyst,92.2,Excellent,43.5,47.0,Tech
BCA,General,2,9.48,60,4.0,1.4,8.5,5.2,92,100,0,3,1,4,42,65,56,69,51,73,60,1,60,58,Placement,Business Analyst,85.1,Good,52.3,54.8,Tech
Law,Corporate,2,8.36,69,6.6,2.1,7.0,6.0,100,99,0,4,3,2,81,55,68,98,61,74,66,1,81,85,Placement,Data Analyst,87.9,Good,53.1,55.7,Law
BCA,General,1,5.75,68,2.2,0.2,8.5,9.5,76,80,3,0,0,0,64,25,42,75,41,76,62,0,43,41,Placement,Data Analyst,17.2,At Risk,42.5,50.8,Tech
B.Tech,AI&DS,2,7.36,71,2.2,4.5,5.8,3.4,85,82,0,7,3,2,90,56,77,55,78,53,43,0,66,63,Placement,Software Engineer,81.3,Good,59.5,67.5,Tech
B.Tech,IT,2,8.58,70,3.4,5.2,8.1,8.2,92,82,0,8,4,5,100,60,100,68,71,38,57,0,88,100,Government Exam,ML Engineer,92.0,Excellent,68.7,67.1,Tech
B.Tech,AI&DS,1,6.73,66,3.5,0.2,6.0,6.0,89,73,0,0,0,3,45,45,43,72,41,54,62,0,41,40,Entrepreneurship,Business Analyst,55.2,Average,37.9,35.9,Tech
B.Tech,IT,3,9.42,61,2.2,0.8,8.2,5.7,85,96,0,3,4,0,36,100,62,100,39,81,72,2,73,71,Government Exam,ML Engineer,77.4,Good,61.5,61.3,Tech
B.Tech,ECE,3,7.39,98,1.9,4.1,8.1,5.9,80,100,0,8,5,5,100,96,81,78,64,52,63,0,80,73,Entrepreneurship,Software Engineer,80.8,Good,66.8,61.5,Tech
B.Com,General,3,9.17,76,6.1,1.6,6.0,4.6,100,100,0,4,3,3,54,50,66,49,40,40,69,0,53,55,Placement,Data Analyst,92.8,Excellent,34.8,37.9,Commerce
BCA,General,2,7.85,71,4.2,4.2,7.4,5.2,93,90,0,5,3,7,56,42,78,68,70,84,41,1,81,87,Placement,Business Analyst,84.4,Good,64.2,64.6,Tech
BCA,General,3,8.14,82,4.1,3.4,7.2,4.6,89,100,1,6,3,4,95,93,79,60,55,71,64,0,73,69,Higher Studies,Data Analyst,79.8,Good,62.6,67.1,Tech
B.Tech,IT,4,7.8,55,4.6,2.1,7.9,3.4,97,89,0,7,6,3,100,71,88,93,75,74,66,0,73,67,Government Exam,Business Analyst,86.0,Good,70.3,70.5,Tech
B.Com,Hons,1,7.79,81,6.9,3.6,5.9,3.6,93,92,0,5,4,7,91,50,89,81,79,61,60,0,69,68,Placement,Data Analyst,92.9,Excellent,44.5,46.7,Commerce
BBA,Finance,1,7.49,54,4.7,2.5,6.6,8.4,99,100,0,3,0,3,100,62,63,52,49,56,44,0,55,55,Entrepreneurship,Data Analyst,71.7,Average,34.1,44.8,Management
B.Tech,CSE,1,8.42,77,4.3,2.4,7.0,5.3,91,98,0,3,2,6,38,48,64,51,54,72,67,0,63,61,Higher Studies,Software Engineer,81.4,Good,50.0,51.6,Tech
BBA,Finance,1,7.55,62,3.5,3.1,8.5,7.3,84,91,0,4,3,10,78,29,69,53,70,79,74,0,75,76,Entrepreneurship,ML Engineer,73.5,Average,47.1,50.5,Management
BCA,General,1,7.66,82,5.4,3.5,7.1,5.6,81,71,1,3,2,5,81,46,74,51,70,49,77,0,72,77,Placement,Data Analyst,73.2,Average,55.9,49.8,Tech
B.Tech,AI&DS,3,8.48,100,4.4,3.7,6.0,5.6,100,100,0,8,4,3,87,59,94,37,86,36,57,1,85,81,Placement,Business Analyst,95.4,Excellent,67.7,79.1,Tech
BCA,General,2,9.8,76,7.0,5.3,7.3,5.8,100,89,1,6,2,8,84,13,82,72,76,52,63,0,69,65,Government Exam,ML Engineer,100.0,Excellent,61.8,63.8,Tech
BCA,General,4,9.38,54,4.3,2.9,6.0,7.5,100,84,0,6,4,7,89,78,76,77,68,67,95,2,100,95,Government Exam,ML Engineer,91.6,Excellent,77.0,84.0,Tech
B.Tech,AI&DS,1,7.31,66,6.0,4.1,5.3,4.6,81,88,1,4,2,4,51,60,66,70,58,61,66,0,60,64,Placement,Data Analyst,76.0,Good,52.4,53.7,Tech
Law,Criminal,2,7.12,77,3.4,4.0,6.8,5.7,77,89,1,6,2,7,88,81,77,76,53,62,65,0,75,71,Entrepreneurship,Data Analyst,70.3,Average,47.2,50.2,Law
B.Com,General,4,8.91,87,3.4,3.3,7.3,7.8,100,87,0,8,7,1,100,82,97,62,72,68,80,1,72,69,Entrepreneurship,Data Analyst,91.8,Excellent,53.8,56.1,Commerce
BBA,Marketing,4,6.91,58,1.8,1.9,7.2,8.2,88,73,0,7,5,5,100,91,90,49,79,57,69,0,70,66,Placement,ML Engineer,66.1,Average,44.9,46.6,Management
BCA,General,2,7.92,94,5.7,3.8,7.1,9.0,86,74,1,5,0,4,78,31,89,58,77,59,57,0,58,54,Placement,Software Engineer,77.9,Good,58.5,57.7,Tech
B.Tech,IT,3,6.66,81,4.4,3.0,8.8,4.1,89,79,0,6,6,1,96,69,80,97,79,60,62,0,66,65,Placement,Data Analyst,78.0,Good,65.0,63.9,Tech
BBA,Finance,4,8.46,74,5.5,1.0,8.6,4.7,100,90,0,5,3,1,65,65,60,80,46,66,54,1,84,87,Placement,ML Engineer,86.5,Good,50.6,63.4,Management
BCA,General,2,8.3,84,7.0,3.7,6.2,5.6,92,81,0,5,4,8,55,56,81,57,58,84,75,0,70,60,Government Exam,ML Engineer,95.3,Excellent,60.4,67.2,Tech
B.Tech,ECE,1,8.39,59,3.2,0.5,7.9,3.4,94,100,0,0,0,2,30,12,32,37,20,40,52,0,42,40,Placement,Business Analyst,69.1,Average,28.3,34.9,Tech
BCA,General,4,8.4,61,3.0,3.3,9.0,7.7,100,86,0,8,7,4,100,85,100,94,84,55,73,2,98,100,Higher Studies,Data Analyst,85.7,Good,82.9,87.4,Tech
B.Com,General,2,8.53,56,3.3,1.8,8.8,6.6,100,88,0,5,2,5,91,57,73,65,66,79,50,1,74,74,Higher Studies,Software Engineer,79.6,Good,49.2,48.3,Commerce
BCA,General,1,8.33,99,1.3,2.7,8.0,5.7,95,98,0,5,3,5,77,38,91,86,73,68,59,0,54,59,Placement,Business Analyst,77.0,Good,61.1,59.4,Tech
B.Tech,IT,2,7.27,72,4.2,0.8,6.9,8.1,76,79,0,4,3,1,100,45,62,66,42,66,55,1,66,63,Higher Studies,Data Analyst,68.7,Average,57.9,65.3,Tech
BBA,HR,2,7.92,76,5.8,1.6,5.7,4.5,99,100,0,5,4,3,90,61,84,63,63,76,57,0,81,77,Placement,Business Analyst,85.6,Good,47.8,51.2,Management
B.Tech,AI&DS,4,7.96,85,4.6,1.9,6.0,8.3,88,96,0,6,3,7,100,74,75,67,62,58,84,1,86,82,Placement,Data Analyst,81.2,Good,68.9,61.5,Tech
B.Tech,IT,1,7.55,53,2.1,2.3,7.5,9.5,93,85,0,3,2,4,69,42,71,70,63,95,57,0,52,62,Higher Studies,Business Analyst,63.1,Average,55.7,55.2,Tech
B.Tech,CSE,4,8.29,63,4.0,1.8,7.3,6.6,100,100,0,6,5,4,90,60,69,74,55,67,55,1,76,75,Entrepreneurship,Software Engineer,82.1,Good,64.2,70.5,Tech
B.Tech,CSE,2,7.48,77,4.7,2.9,7.1,6.0,94,97,0,4,1,9,50,48,65,61,24,54,65,1,86,89,Placement,Business Analyst,78.2,Good,55.5,65.0,Tech
BBA,Finance,2,8.38,93,5.9,3.1,7.9,6.3,96,88,0,6,2,2,83,50,67,70,53,78,55,1,81,84,Placement,Business Analyst,93.0,Excellent,52.6,58.5,Management
BCA,General,1,7.43,85,5.7,2.0,8.2,3.2,89,80,0,2,0,5,45,30,60,77,42,81,89,0,53,54,Placement,Business Analyst,78.1,Good,50.9,57.5,Tech
B.Tech,CSE,3,7.98,77,4.0,2.5,8.2,5.6,87,86,0,6,3,5,100,62,72,63,67,45,65,2,83,84,Placement,Data Analyst,83.2,Good,67.9,65.7,Tech
B.Com,Hons,4,8.14,74,4.0,3.1,7.7,10.1,95,94,0,6,4,4,81,71,89,85,82,50,72,0,75,68,Placement,Data Analyst,80.8,Good,46.6,51.0,Commerce
B.Com,Hons,2,6.65,85,5.4,0.0,7.5,10.2,77,79,2,0,1,4,34,29,58,58,46,47,62,0,40,40,Government Exam,Software Engineer,40.7,At Risk,28.5,28.1,Commerce
B.Com,General,1,8.06,61,3.6,3.0,6.5,6.2,99,88,0,2,1,2,59,15,64,84,46,80,81,0,53,53,Placement,Business Analyst,74.2,Average,43.8,38.9,Commerce
B.Tech,IT,3,9.17,77,5.8,1.7,7.1,4.9,100,92,0,5,3,3,64,64,67,77,58,74,67,0,68,60,Entrepreneurship,ML Engineer,94.0,Excellent,58.4,59.0,Tech
BCA,General,3,8.39,77,3.5,0.0,7.4,8.1,94,87,0,1,1,0,47,47,44,51,20,67,76,2,64,59,Placement,Business Analyst,67.1,Average,48.9,58.2,Tech
Law,Corporate,1,7.07,70,6.8,2.0,6.9,5.9,82,87,1,2,1,3,25,27,65,54,60,82,74,0,46,44,Entrepreneurship,ML Engineer,67.6,Average,39.6,53.0,Law
BBA,Marketing,3,6.62,70,4.9,1.3,5.4,7.9,72,79,1,3,3,1,50,70,56,52,31,74,73,2,72,75,Entrepreneurship,ML Engineer,57.1,Average,50.2,52.2,Management
B.Tech,ECE,3,7.8,53,1.6,1.9,7.3,4.5,86,99,1,3,1,5,47,44,65,68,46,50,52,0,49,56,Higher Studies,Business Analyst,59.3,Average,45.2,43.6,Tech
B.Tech,AI&DS,2,8.16,66,5.5,3.1,6.9,6.6,89,90,0,3,1,5,55,44,65,54,57,87,67,0,59,66,Placement,ML Engineer,82.4,Good,53.0,61.0,Tech
BCA,General,2,7.85,45,4.9,3.5,6.9,5.3,92,81,0,5,3,3,79,38,73,85,50,83,69,1,84,83,Higher Studies,ML Engineer,83.6,Good,67.7,81.6,Tech
Law,Corporate,1,5.85,81,5.2,4.0,7.6,6.0,73,79,2,5,3,6,62,31,80,60,61,60,85,0,82,75,Higher Studies,Business Analyst,56.8,Average,48.2,58.7,Law
