degree,year,goal,study_hours,self_learning_hours,screen_time,sleep_hours,cgpa,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,internships_count,github_activity_score,programming_score,sql_score,communication_score,resume_score,ats_score,academic_score,academic_category,employability_score
B.Tech,1,Placement,5.6,1.1,7.6,7.9,9.1,87,86,0,2,2,0,60,59,74,58,44,41,88.3,Good,46.8
B.Tech,3,Placement,4.4,5.7,8.3,6.1,8.22,99,95,0,7,5,1,100,97,53,51,84,86,96.2,Excellent,83.4
B.Tech,2,Placement,2.5,3.8,7.1,5.1,6.85,92,86,3,5,3,0,78,69,75,46,70,66,48.8,At Risk,63.0
B.Tech,4,Entrepreneurship,1.6,3.2,7.2,8.7,5.88,89,71,2,7,6,2,100,98,58,82,95,91,49.0,At Risk,94.0
Law,1,Placement,2.8,2.6,5.1,7.0,7.85,87,88,0,4,2,0,71,79,56,46,45,52,79.3,Good,56.3
BBA,2,Entrepreneurship,8.0,2.8,4.8,7.5,7.27,82,87,0,4,3,0,65,70,37,66,61,71,91.0,Excellent,55.7
BCA,2,Placement,5.6,0.7,7.6,7.7,6.67,89,73,0,3,2,0,51,52,56,76,45,44,70.0,Average,47.4
B.Tech,3,Higher Studies,4.8,2.7,4.9,6.7,8.8,95,79,0,5,3,1,82,76,70,82,69,64,95.3,Excellent,72.9
B.Com,1,Placement,4.2,2.6,6.0,7.2,8.32,92,92,0,4,2,0,61,55,50,52,63,63,86.4,Good,51.9
Law,1,Government Exam,4.1,1.4,8.8,8.6,7.87,68,82,0,2,1,0,45,44,66,80,45,42,73.4,Average,43.3
B.Com,1,Government Exam,6.3,1.9,8.4,7.0,6.72,89,93,1,2,1,0,43,55,49,66,49,56,63.8,Average,43.2
B.Tech,3,Placement,3.8,4.3,6.6,7.9,9.07,100,100,0,6,4,1,70,92,53,71,67,70,97.9,Excellent,75.7
BCA,1,Entrepreneurship,5.4,2.3,5.4,5.0,8.63,93,93,0,4,0,0,60,67,54,86,64,67,92.4,Excellent,58.7
B.Tech,3,Placement,4.0,5.0,5.8,8.1,7.22,92,91,1,6,4,0,88,85,71,72,62,61,77.9,Good,72.0
B.Tech,1,Higher Studies,7.4,0.4,7.7,5.5,7.55,92,77,0,1,1,0,59,40,77,53,40,40,77.7,Good,38.2
B.Tech,4,Entrepreneurship,5.6,1.9,5.9,8.0,7.81,83,75,0,6,6,3,89,97,92,40,90,96,89.2,Good,93.1
BCA,4,Entrepreneurship,6.4,0.6,4.9,7.4,7.42,85,83,0,5,4,3,84,58,76,72,91,90,84.9,Good,81.8
BBA,2,Entrepreneurship,3.6,1.0,8.4,6.9,9.43,89,82,0,1,1,0,64,34,70,69,40,40,82.0,Good,38.1
B.Tech,2,Placement,6.1,1.5,6.4,6.9,7.47,99,87,0,3,2,0,32,56,91,55,55,63,80.6,Good,49.4
B.Tech,1,Placement,4.0,2.9,4.8,6.7,6.54,90,74,1,2,2,0,20,65,69,67,44,56,61.4,Average,44.7
BCA,1,Placement,4.7,2.8,7.0,6.2,9.03,88,92,0,4,1,0,56,72,74,48,61,62,92.9,Excellent,57.2
B.Tech,2,Higher Studies,7.0,1.7,7.9,6.8,7.43,92,83,0,5,2,0,75,65,79,69,55,57,85.7,Good,62.2
B.Tech,3,Government Exam,2.9,0.0,4.0,9.0,8.05,92,92,0,3,2,0,52,56,67,48,45,54,75.2,Good,46.8
B.Tech,2,Placement,4.8,4.3,5.6,8.3,8.23,85,90,0,5,3,1,72,90,63,79,62,60,93.2,Excellent,73.7
BBA,4,Higher Studies,5.2,2.2,5.5,6.1,7.62,89,82,0,5,3,0,61,75,62,90,61,66,85.2,Good,64.4
B.Tech,2,Placement,5.3,1.2,6.9,7.3,6.82,90,71,0,3,3,0,70,60,56,68,56,53,71.8,Average,52.2
B.Tech,3,Placement,3.8,2.8,7.3,7.1,7.43,94,86,0,6,4,2,85,82,57,69,75,77,81.3,Good,81.1
B.Tech,2,Higher Studies,7.6,2.7,4.9,6.9,6.99,100,69,1,5,4,0,97,70,80,72,60,55,81.4,Good,66.6
Law,2,Placement,2.6,2.1,3.0,6.0,7.26,87,94,0,3,4,0,40,67,48,68,46,45,73.0,Average,48.5
BBA,2,Government Exam,6.7,2.7,8.1,7.4,8.6,91,93,0,4,2,1,97,79,67,51,61,52,94.1,Excellent,67.5
BBA,2,Placement,6.3,1.1,3.8,7.8,9.39,100,99,0,3,3,0,31,70,64,81,48,50,98.6,Excellent,51.5
B.Tech,2,Government Exam,7.4,3.4,6.5,6.2,7.02,83,75,0,4,3,0,67,77,43,70,50,52,86.5,Good,57.0
BCA,3,Placement,2.1,1.3,5.7,9.0,6.99,80,85,2,4,5,0,53,65,77,71,46,41,51.2,At Risk,55.5
B.Tech,4,Placement,3.2,1.8,6.3,8.5,6.91,77,77,0,4,4,3,68,82,44,77,79,90,70.1,Average,78.5
BCA,2,Higher Studies,6.7,3.3,9.3,7.5,8.16,63,88,0,5,2,0,65,79,53,76,69,69,92.7,Excellent,64.7
Law,1,Entrepreneurship,1.7,3.9,12.0,5.8,5.78,84,70,1,5,3,0,47,76,63,79,60,59,49.2,At Risk,62.5
BCA,2,Placement,2.1,4.4,2.7,7.4,6.38,68,79,2,6,3,0,80,82,87,70,61,56,59.4,Average,71.6
B.Com,2,Placement,3.8,3.8,8.0,7.3,5.94,72,67,1,5,3,0,100,73,72,54,66,70,60.4,Average,66.1
BBA,1,Higher Studies,4.8,2.1,5.7,7.5,6.32,83,79,0,3,1,0,40,59,69,70,48,43,69.5,Average,49.1
B.Tech,3,Placement,6.9,0.7,8.1,8.6,7.34,84,71,0,3,2,2,63,73,85,64,69,73,78.6,Good,69.0
Law,4,Government Exam,4.2,4.2,7.9,6.8,9.04,100,100,0,8,5,1,100,90,61,54,67,63,100.0,Excellent,83.4
B.Tech,4,Government Exam,3.6,4.1,8.8,9.0,7.75,76,87,0,8,3,1,100,100,94,82,79,82,88.2,Good,93.7
BCA,1,Placement,5.0,1.7,6.6,7.4,7.7,100,85,1,1,1,0,62,50,72,63,41,40,67.3,Average,41.6
B.Tech,4,Placement,5.2,3.6,4.2,6.7,8.89,100,95,0,8,6,1,100,100,67,67,65,69,100.0,Excellent,87.2
B.Tech,3,Government Exam,5.2,2.1,7.9,9.0,8.02,97,76,0,6,4,1,94,69,38,56,68,61,88.0,Good,69.6
B.Tech,2,Placement,4.2,4.3,6.2,7.8,7.96,100,80,1,7,6,0,100,92,79,64,49,51,84.8,Good,75.8
B.Tech,2,Higher Studies,1.6,1.9,5.5,6.5,6.71,86,86,3,4,1,1,91,54,73,76,59,54,40.6,At Risk,63.6
BCA,4,Placement,3.1,4.9,5.0,7.1,6.79,70,83,0,8,7,0,93,99,61,89,75,72,84.4,Good,84.8
BCA,2,Higher Studies,6.6,3.4,8.0,7.6,6.71,87,76,0,5,5,0,100,85,57,47,52,55,82.5,Good,64.7
B.Tech,2,Placement,4.8,4.7,9.2,6.8,7.08,73,88,1,6,5,0,100,96,95,65,58,58,75.1,Good,76.9
B.Tech,2,Government Exam,4.0,1.9,3.6,7.1,7.25,82,86,1,3,2,0,61,62,53,30,40,41,68.3,Average,45.2
BCA,3,Placement,6.2,3.0,7.2,6.2,8.14,90,91,0,3,3,1,65,64,70,59,62,66,88.4,Good,58.9
B.Tech,1,Placement,2.8,1.3,5.3,5.3,7.29,79,87,2,0,0,0,16,46,65,66,40,40,48.1,At Risk,32.4
BBA,4,Government Exam,4.2,3.5,3.1,7.1,7.2,93,78,0,7,4,0,100,84,75,66,67,66,88.0,Good,76.5
BBA,3,Placement,4.7,3.6,6.3,7.1,6.79,82,81,1,5,5,0,86,74,36,84,69,64,71.3,Average,64.8
B.Com,3,Placement,3.8,5.4,4.3,7.5,7.83,92,71,0,8,6,2,100,98,75,62,80,90,96.6,Excellent,94.3
BBA,1,Placement,4.7,3.1,2.8,6.4,7.15,85,79,0,5,3,0,100,79,88,83,70,72,84.5,Good,72.6
B.Tech,3,Placement,4.2,3.4,4.4,5.7,7.85,90,84,0,3,1,2,59,79,36,67,65,65,83.8,Good,65.3
BBA,1,Entrepreneurship,2.4,1.9,3.9,6.0,5.54,70,82,1,1,0,0,34,63,50,58,52,50,45.4,At Risk,41.0
B.Tech,1,Government Exam,4.8,3.1,4.7,8.1,7.92,80,90,0,6,4,0,78,80,73,67,63,64,91.3,Excellent,69.5
B.Tech,2,Placement,2.5,2.0,3.3,6.3,7.95,88,80,0,4,3,0,85,61,62,66,42,42,79.8,Good,55.4
BBA,2,Government Exam,4.7,2.6,5.2,6.6,8.17,83,81,0,4,2,0,67,64,75,67,46,48,87.7,Good,56.1
B.Tech,3,Higher Studies,6.6,2.7,4.6,6.7,7.71,99,96,0,5,5,0,72,64,76,56,57,55,92.2,Excellent,60.2
BBA,1,Entrepreneurship,4.1,2.1,6.8,6.4,8.34,80,85,0,3,2,0,39,69,68,56,40,48,82.3,Good,48.7
B.Com,2,Placement,2.7,2.6,7.2,6.3,6.17,99,80,0,5,2,1,77,64,91,78,72,75,65.5,Average,71.6
B.Com,1,Higher Studies,4.3,2.0,6.5,6.1,7.47,89,91,0,1,0,0,14,35,76,77,50,41,72.2,Average,36.2
Law,4,Higher Studies,3.3,2.0,5.5,8.4,7.21,86,83,0,7,6,0,100,89,45,55,56,57,80.0,Good,71.7
B.Tech,3,Placement,5.4,3.8,5.5,7.7,8.64,88,88,0,7,4,1,100,95,75,63,73,77,100.0,Excellent,84.9
B.Tech,3,Placement,4.3,2.7,4.3,8.2,5.72,83,75,2,6,4,0,86,72,64,69,63,56,55.7,Average,67.6
BCA,2,Placement,7.1,2.9,4.4,8.4,7.01,83,78,0,5,3,0,83,79,73,74,65,71,88.7,Good,67.8
B.Tech,1,Government Exam,6.2,0.8,7.4,4.7,9.41,99,93,1,2,2,0,62,42,82,67,51,54,84.1,Good,45.5
BCA,4,Placement,4.3,3.0,2.5,7.3,5.5,84,62,1,7,6,2,100,86,89,78,80,74,66.3,Average,91.5
BBA,2,Entrepreneurship,5.6,3.1,5.8,6.4,8.47,97,85,0,5,3,0,78,80,66,64,48,47,94.9,Excellent,63.3
BBA,2,Placement,3.9,2.0,5.4,8.1,6.86,94,86,0,3,2,0,56,68,77,83,52,46,71.3,Average,55.7
B.Tech,3,Higher Studies,4.6,5.0,7.2,6.3,7.81,93,89,0,8,5,1,100,100,48,95,78,83,95.0,Excellent,90.2
B.Tech,1,Entrepreneurship,4.0,0.0,3.1,5.9,8.77,86,100,0,0,1,0,14,30,58,65,40,40,78.9,Good,27.4
B.Tech,4,Higher Studies,5.6,3.4,6.0,5.6,8.01,73,93,0,7,5,0,92,91,56,69,84,80,95.9,Excellent,78.4
B.Tech,2,Entrepreneurship,6.6,3.4,6.7,6.7,9.19,97,95,0,6,3,0,98,100,80,53,65,65,100.0,Excellent,76.1
B.Com,2,Government Exam,5.7,3.1,2.2,7.9,7.31,88,84,0,5,2,0,78,80,90,62,54,65,89.7,Good,66.7
B.Tech,1,Placement,5.9,2.7,3.9,7.3,7.46,100,81,0,4,2,0,76,59,100,67,51,57,86.9,Good,59.1
B.Tech,1,Higher Studies,5.9,3.2,5.8,5.8,8.49,91,92,1,3,0,0,71,61,77,73,58,53,84.1,Good,55.6
B.Tech,4,Placement,5.3,3.5,7.0,9.0,7.3,89,86,0,7,5,1,88,85,81,62,85,79,88.5,Good,83.4
BCA,3,Higher Studies,2.8,1.6,6.4,7.6,7.86,95,83,0,6,4,1,79,57,39,73,76,73,80.1,Good,68.3
BCA,1,Placement,7.1,2.9,7.1,7.8,9.02,99,84,0,2,2,0,54,62,38,60,56,49,95.9,Excellent,45.3
B.Tech,1,Government Exam,7.2,2.3,3.8,8.3,8.76,100,89,0,3,1,0,52,61,51,77,42,46,98.4,Excellent,48.8
B.Tech,3,Higher Studies,4.1,1.2,2.8,5.4,6.1,73,88,0,2,3,0,45,52,46,69,47,50,64.8,Average,42.4
B.Tech,3,Placement,3.9,3.4,6.2,6.1,7.18,78,84,1,7,6,1,100,87,72,69,66,71,75.9,Good,82.1
B.Tech,2,Placement,5.4,1.8,3.5,7.8,7.97,87,87,0,3,2,0,41,56,91,59,58,58,86.1,Good,51.1
BBA,2,Entrepreneurship,5.3,0.7,4.3,6.2,7.48,70,88,0,2,4,0,51,59,65,63,55,55,76.9,Good,47.3
BCA,1,Placement,4.2,1.9,7.9,6.7,7.6,87,89,2,1,2,0,35,53,55,60,40,40,55.2,Average,37.6
B.Tech,3,Placement,2.6,1.5,6.4,6.9,7.56,82,87,0,6,4,2,76,71,69,75,75,76,77.1,Good,79.4
B.Tech,4,Placement,5.0,3.7,4.9,5.7,7.17,88,83,1,6,7,0,89,88,54,48,56,62,78.8,Good,67.8
Law,1,Entrepreneurship,5.3,2.7,4.6,6.6,7.52,85,81,0,4,2,0,66,73,56,56,57,55,84.9,Good,57.0
BCA,3,Entrepreneurship,5.6,4.2,7.2,7.9,6.68,75,89,1,8,6,1,100,88,62,79,79,81,79.2,Good,87.3
BBA,2,Higher Studies,5.0,1.7,6.4,7.7,7.22,96,80,0,5,4,0,97,70,70,67,60,60,79.8,Good,65.2
B.Tech,2,Entrepreneurship,4.1,3.5,3.6,8.1,6.14,81,92,2,4,3,0,67,72,39,79,53,50,56.9,Average,57.0
BCA,2,Placement,6.0,5.9,2.1,8.0,7.9,96,87,2,7,5,0,78,93,34,74,82,85,88.9,Good,75.7
B.Tech,4,Entrepreneurship,4.6,2.9,9.8,7.4,7.42,88,85,0,6,5,2,100,70,52,76,87,96,81.2,Good,81.7
BCA,2,Placement,3.8,3.5,3.6,7.3,6.65,86,87,2,4,2,0,100,69,72,70,54,61,60.1,Average,61.8
Law,2,Placement,4.2,3.3,7.1,7.3,9.14,84,86,0,3,2,0,66,78,46,57,40,40,91.4,Excellent,51.6
B.Tech,2,Placement,1.9,0.8,9.0,6.4,6.96,95,87,0,4,1,0,63,57,92,65,42,43,61.9,Average,55.1
B.Tech,1,Higher Studies,4.2,3.2,6.3,6.0,7.79,95,87,2,3,3,0,62,75,77,50,40,43,65.1,Average,52.7
B.Tech,1,Government Exam,5.5,2.9,4.8,6.3,7.16,85,86,0,3,1,0,68,66,75,63,55,55,80.8,Good,54.5
B.Tech,3,Placement,5.0,2.2,3.1,6.7,7.28,88,78,0,5,4,0,81,75,77,58,58,52,84.5,Good,64.4
B.Tech,1,Entrepreneurship,6.8,1.4,3.1,6.3,8.21,99,82,0,3,2,0,75,50,71,42,61,58,91.8,Excellent,50.0
B.Tech,3,Placement,4.1,3.3,6.8,7.4,7.22,83,69,0,5,4,0,63,87,72,70,65,68,80.0,Good,67.3
BBA,2,Placement,5.2,1.3,8.9,7.2,7.69,75,82,0,3,2,1,49,76,83,68,42,51,77.0,Good,59.8
BCA,2,Placement,5.7,5.1,5.2,7.3,8.48,89,84,0,5,3,0,86,79,80,80,53,50,99.8,Excellent,67.6
B.Tech,2,Higher Studies,8.0,2.6,4.9,7.4,7.63,89,80,0,4,3,0,78,80,69,50,42,40,93.5,Excellent,58.5
Law,2,Government Exam,4.7,1.0,7.4,8.2,6.41,81,79,0,3,2,0,47,48,93,77,48,54,66.1,Average,50.5
B.Tech,1,Placement,2.9,1.9,4.6,7.0,5.97,90,79,3,2,0,0,37,57,66,37,50,51,35.7,At Risk,41.9
Law,2,Higher Studies,5.8,2.2,6.5,8.0,9.06,87,95,0,4,2,0,58,59,58,63,56,54,95.6,Excellent,53.3
B.Tech,3,Placement,7.3,5.4,6.1,7.5,8.83,87,94,0,8,6,1,100,100,42,88,79,78,100.0,Excellent,89.1
B.Com,3,Higher Studies,4.0,1.4,5.2,8.1,8.09,81,92,0,4,5,0,75,64,54,64,46,45,82.5,Good,54.5
BCA,2,Entrepreneurship,5.8,2.4,6.0,8.6,7.37,90,90,1,4,1,1,67,69,83,56,82,86,75.0,Good,67.3
B.Com,2,Placement,6.3,1.9,9.5,7.6,6.65,71,83,3,2,2,0,63,67,64,63,49,50,46.4,At Risk,49.6
Law,1,Entrepreneurship,6.0,3.1,7.2,7.1,7.55,93,85,0,3,2,0,39,77,72,75,64,56,83.5,Good,56.7
B.Tech,1,Higher Studies,4.7,1.9,8.2,7.1,7.52,80,92,0,2,0,0,41,56,66,61,54,53,73.8,Average,45.2
Law,1,Placement,3.5,1.1,4.2,6.5,6.4,75,86,2,1,0,0,43,58,46,69,48,58,45.7,At Risk,40.9
B.Tech,4,Entrepreneurship,4.4,2.3,8.2,6.5,6.23,95,68,2,5,3,3,85,83,60,69,88,94,53.3,At Risk,85.7
B.Tech,1,Placement,5.2,2.1,7.3,7.9,6.12,90,78,1,3,0,0,39,72,52,71,47,53,59.5,Average,50.6
B.Tech,1,Placement,5.9,1.8,3.0,6.0,8.37,92,74,0,2,1,0,61,58,58,77,43,40,89.1,Good,46.8
BCA,2,Placement,5.0,1.9,7.1,8.6,6.57,72,66,1,4,4,1,69,70,51,88,63,65,64.2,Average,65.0
B.Tech,1,Placement,3.9,3.9,5.0,6.8,7.77,100,82,1,5,3,0,100,78,72,66,58,63,78.8,Good,67.2
BCA,3,Government Exam,5.3,2.1,2.9,9.0,7.34,85,83,2,5,4,1,78,92,77,68,48,48,70.1,Average,72.7
BCA,1,Higher Studies,5.8,1.1,6.3,6.3,8.3,93,84,0,2,0,0,61,57,65,50,47,53,83.8,Good,45.4
BBA,1,Entrepreneurship,5.1,1.9,7.1,7.3,7.96,97,72,0,2,0,0,38,57,35,76,52,48,79.7,Good,43.2
B.Com,3,Placement,3.2,2.6,6.3,6.6,7.18,70,89,0,4,3,1,64,74,44,81,53,54,74.0,Average,62.7
B.Tech,2,Placement,4.2,0.9,5.8,6.2,7.65,83,79,2,2,0,0,51,55,74,73,40,40,57.9,Average,45.9
B.Tech,3,Placement,5.9,4.5,5.3,8.1,7.69,87,89,0,6,5,0,66,100,53,48,64,71,94.8,Excellent,69.5
B.Tech,3,Higher Studies,2.4,3.5,10.9,5.9,6.71,84,76,2,4,2,2,37,73,53,60,75,75,49.1,At Risk,66.9
B.Tech,2,Entrepreneurship,1.4,4.2,3.6,6.3,7.99,79,82,0,6,3,0,81,92,66,65,62,61,84.8,Good,72.0
B.Tech,3,Higher Studies,6.8,3.0,7.7,7.6,7.53,90,88,1,4,5,1,48,70,53,54,66,61,78.8,Good,60.4
B.Tech,1,Placement,5.3,0.0,6.0,7.7,7.61,88,82,0,2,2,0,10,36,33,90,49,53,74.7,Average,35.9
B.Tech,2,Entrepreneurship,5.4,4.3,4.3,5.6,6.44,95,82,1,6,2,0,100,87,51,69,60,63,76.1,Good,71.1
Law,2,Government Exam,2.9,1.5,5.9,7.6,7.58,95,87,2,1,0,0,20,57,58,76,43,43,52.3,At Risk,39.5
BCA,2,Placement,5.6,1.6,3.2,7.1,7.19,83,72,0,4,2,0,62,67,56,76,55,58,82.3,Good,56.8
B.Tech,3,Government Exam,4.9,2.7,4.8,6.1,7.21,84,87,0,5,3,0,82,66,75,66,60,65,83.0,Good,63.0
BCA,4,Placement,2.1,4.2,5.9,6.2,6.46,90,73,0,8,5,2,100,100,66,50,86,87,76.5,Good,93.7
B.Tech,4,Placement,6.6,3.8,2.9,5.0,7.78,91,77,0,7,6,3,100,80,65,74,94,96,100.0,Excellent,94.3
B.Tech,3,Placement,4.7,3.6,7.0,8.7,5.8,68,72,3,5,4,1,83,73,82,89,75,78,46.8,At Risk,75.1
BCA,2,Placement,3.9,2.1,4.1,8.0,8.1,100,93,0,2,1,0,51,49,41,60,51,42,80.7,Good,41.4
BCA,1,Placement,3.9,2.1,3.1,5.7,7.46,79,72,1,1,0,0,24,45,88,58,40,42,66.6,Average,37.4
B.Tech,2,Placement,1.5,2.9,3.8,7.8,6.7,100,87,0,3,1,0,45,67,89,75,40,40,66.0,Average,52.9
Law,2,Placement,5.4,2.3,10.4,6.4,6.32,84,82,0,3,1,0,21,69,63,76,56,56,67.0,Average,50.9
B.Com,2,Government Exam,4.9,3.6,2.0,7.9,8.02,85,87,0,5,2,0,89,74,59,78,53,56,94.0,Excellent,64.4
BCA,4,Entrepreneurship,4.2,3.5,6.9,6.5,6.96,65,84,3,5,3,0,69,83,85,63,69,60,54.4,At Risk,68.1
BCA,2,Government Exam,6.4,3.2,4.5,6.6,9.04,100,88,0,6,5,0,100,88,61,63,52,52,100.0,Excellent,70.5
BCA,2,Placement,2.4,0.0,5.3,6.7,7.7,76,91,0,2,2,0,55,47,70,33,54,52,67.6,Average,41.9
B.Tech,2,Placement,3.6,2.7,7.2,6.3,8.82,96,86,0,7,4,0,100,73,69,65,61,59,93.5,Excellent,72.0
B.Tech,4,Placement,3.2,2.4,7.1,8.4,7.51,100,72,0,5,5,3,90,86,72,58,92,96,77.4,Good,87.7
B.Tech,3,Placement,4.1,2.7,4.6,7.9,8.48,83,88,1,7,5,0,100,80,48,38,62,71,86.9,Good,69.1
BCA,3,Higher Studies,4.6,1.6,3.3,7.1,8.01,95,93,0,5,2,2,87,53,71,87,68,71,87.8,Good,73.3
BCA,2,Higher Studies,5.1,0.9,7.2,8.0,7.27,79,87,0,0,0,0,28,40,51,67,40,40,68.1,Average,31.0
B.Tech,4,Government Exam,4.0,3.1,7.1,5.4,7.67,97,100,0,5,4,2,82,81,56,43,64,57,82.3,Good,73.3
Law,1,Higher Studies,3.2,2.1,5.4,5.8,6.63,83,79,0,3,2,0,46,69,78,69,44,51,67.3,Average,52.5
Law,4,Placement,7.0,3.2,6.9,7.5,9.8,98,92,0,5,3,2,62,68,57,87,82,82,100.0,Excellent,75.3
BBA,2,Placement,8.0,1.7,5.1,7.7,8.01,99,85,0,2,1,0,50,41,55,79,59,51,90.4,Excellent,44.0
BCA,2,Higher Studies,4.7,4.2,4.3,7.3,7.63,93,79,0,4,3,0,87,79,68,76,54,48,87.2,Good,63.1
B.Com,2,Placement,3.4,3.7,6.0,5.1,7.76,82,82,1,7,6,1,100,93,85,50,72,65,79.5,Good,83.8
B.Tech,3,Placement,6.7,2.9,7.0,5.9,6.93,98,74,0,6,4,0,94,90,100,58,51,46,86.2,Good,73.6
BBA,1,Placement,2.3,2.2,6.6,7.4,8.44,79,70,0,2,1,0,24,67,82,54,53,58,76.4,Good,46.8
B.Tech,4,Placement,4.0,3.5,7.0,9.0,6.58,85,76,2,8,5,0,100,95,81,65,68,69,64.6,Average,82.8
BBA,2,Placement,3.5,3.0,4.5,8.2,6.29,74,80,1,6,5,0,73,74,64,74,54,57,66.2,Average,66.0
B.Tech,2,Government Exam,2.8,2.8,9.2,8.6,7.16,73,88,2,6,4,0,74,77,100,70,66,52,58.0,Average,71.7
B.Com,1,Entrepreneurship,4.1,3.8,5.3,7.3,6.36,72,75,0,4,1,0,69,73,67,54,45,49,73.3,Average,56.2
Law,2,Placement,3.2,4.2,5.8,7.3,8.79,93,85,0,5,4,1,79,74,64,62,69,72,92.6,Excellent,69.7
B.Tech,2,Placement,4.5,1.0,3.4,6.0,7.37,89,92,0,1,0,0,43,57,70,77,40,40,73.2,Average,42.7
BCA,2,Government Exam,4.5,1.2,5.6,8.0,5.5,85,66,3,3,1,0,67,68,68,71,53,47,36.5,At Risk,54.8
Law,3,Placement,3.6,1.6,7.1,6.9,7.62,99,84,0,3,2,0,42,50,45,69,40,46,73.7,Average,43.4
BCA,2,Placement,3.9,0.7,7.5,7.7,7.99,92,94,0,1,0,1,2,45,54,54,53,50,71.6,Average,38.5
B.Com,4,Placement,4.2,2.4,9.1,7.0,7.14,82,77,1,7,4,0,89,100,70,66,53,58,71.3,Average,76.8
BCA,3,Placement,5.7,3.2,7.0,7.3,6.54,90,68,3,6,3,0,81,92,53,51,66,66,56.8,Average,69.6
B.Tech,4,Government Exam,4.3,2.5,6.6,6.9,7.45,82,98,2,5,3,0,88,76,74,55,59,56,64.8,Average,64.8
B.Tech,1,Government Exam,5.7,1.9,5.1,7.2,7.33,73,90,0,3,1,0,65,71,65,47,40,40,80.4,Good,50.6
B.Tech,2,Placement,5.4,3.9,4.7,8.0,6.83,91,88,2,6,2,1,91,98,79,85,71,61,69.8,Average,84.0
BBA,2,Placement,5.4,2.7,7.9,5.7,6.75,94,81,1,4,3,0,79,71,63,86,61,63,67.4,Average,61.9
B.Tech,3,Placement,6.6,2.9,7.9,5.5,8.03,83,92,0,7,3,2,100,75,72,52,80,74,95.9,Excellent,84.5
BCA,4,Placement,2.8,3.9,3.8,7.4,8.14,100,67,0,8,5,1,100,100,37,55,69,60,93.5,Excellent,83.8
BCA,1,Entrepreneurship,3.8,2.4,7.4,8.4,7.88,94,83,1,5,3,0,76,81,40,61,56,49,73.7,Average,61.8
BCA,1,Higher Studies,7.1,5.0,7.3,8.7,6.42,85,88,1,6,4,0,79,81,52,79,45,41,79.4,Good,66.5
B.Com,4,Higher Studies,4.1,2.0,3.8,5.8,8.07,86,76,0,6,4,1,96,79,69,72,74,77,89.1,Good,78.0
Law,1,Government Exam,1.0,4.9,7.1,6.6,7.75,96,83,0,4,3,0,85,73,53,81,62,58,75.7,Good,61.6
B.Tech,3,Government Exam,4.2,1.3,3.9,5.5,8.78,81,92,0,3,2,1,48,47,75,85,56,60,87.6,Good,55.2
B.Com,2,Government Exam,4.7,3.1,2.0,6.4,6.75,81,75,1,6,6,0,86,84,70,70,61,66,76.4,Good,71.1
BBA,4,Placement,1.0,1.7,5.7,8.1,7.0,79,83,0,6,3,1,84,88,58,68,80,85,68.8,Average,78.4
BCA,1,Placement,6.5,3.8,6.5,7.0,8.39,81,91,0,4,1,0,50,77,68,81,68,77,95.8,Excellent,61.8
Law,1,Higher Studies,3.4,1.9,5.8,6.6,6.94,91,85,0,1,1,0,34,54,58,77,49,52,65.9,Average,41.0
B.Tech,3,Placement,5.0,2.8,11.7,7.5,8.15,93,84,1,7,3,2,100,75,69,77,75,78,80.1,Good,86.1
B.Tech,4,Entrepreneurship,4.2,1.7,6.8,6.2,7.5,93,78,2,6,4,1,91,81,57,70,81,78,65.2,Average,77.7
B.Com,2,Higher Studies,2.6,3.6,6.3,8.6,6.52,80,84,0,4,3,1,95,70,70,77,68,57,68.8,Average,69.3
B.Tech,2,Entrepreneurship,2.9,1.7,6.9,7.0,6.65,91,84,1,2,2,0,50,50,85,61,49,51,54.4,At Risk,45.8
B.Com,3,Placement,3.1,4.5,5.1,6.6,8.49,93,91,0,8,5,2,99,100,46,58,90,83,97.1,Excellent,93.0
B.Com,4,Entrepreneurship,6.1,1.3,7.9,7.6,6.92,80,83,1,4,3,2,77,55,54,60,80,73,68.5,Average,67.3
B.Tech,4,Placement,4.3,0.9,6.7,7.9,6.49,77,83,0,4,1,1,62,61,55,92,49,43,67.8,Average,60.9
B.Com,4,Entrepreneurship,3.7,3.6,6.6,8.6,7.77,72,93,2,6,5,2,87,75,69,52,78,82,69.9,Average,79.6
B.Tech,1,Placement,3.1,1.8,4.8,6.8,7.34,96,86,2,3,1,0,53,59,77,76,42,47,56.8,Average,51.1
BCA,1,Higher Studies,6.3,2.5,2.9,8.1,6.66,91,82,0,2,1,0,39,42,38,88,51,52,78.3,Good,41.0
BCA,3,Government Exam,6.7,2.1,5.0,7.1,7.44,100,80,0,5,2,0,84,77,62,69,53,47,88.8,Good,64.1
Law,4,Placement,6.3,0.9,6.6,6.4,7.11,82,94,0,3,4,1,87,61,65,61,84,83,77.0,Good,63.6
B.Tech,2,Placement,5.2,2.4,5.1,6.2,7.11,80,74,0,3,3,0,50,82,78,71,58,65,78.3,Good,58.3
BCA,1,Entrepreneurship,4.9,4.0,6.6,5.9,9.8,85,92,0,3,0,0,57,73,51,59,42,41,100.0,Excellent,50.5
BBA,3,Placement,2.7,3.7,5.5,6.3,7.03,92,79,0,5,4,1,83,72,75,54,75,73,76.1,Good,70.9
