degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability
BBA,HR,1,6.21,48,8,4,7,3,78,69,1,2,0,5,36,4,59,92,87,80,93,0,89,58,Entrepreneurship,Data Analyst,100.0,Excellent,61.2,58.1
B.Tech,ECE,3,6.79,46,4,1,6,8,66,85,2,4,5,0,51,71,43,47,72,88,56,2,52,64,Higher Studies,Data Analyst,81.8,Good,70.9,67.4
BBA,HR,4,7.82,55,4,5,6,6,68,91,3,5,0,5,17,63,88,79,50,31,82,0,41,64,Placement,Data Analyst,93.2,Excellent,59.8,56.8
B.Com,General,1,8.84,62,7,1,8,5,75,59,1,2,0,9,20,51,93,73,78,31,88,2,79,58,Government Exam,Software Engineer,100.0,Excellent,73.5,69.8
BBA,Finance,2,6.88,97,6,3,4,11,64,52,2,0,3,2,41,34,73,63,85,34,58,2,98,69,Higher Studies,Software Engineer,76.3,Good,66.7,63.4
Law,Corporate,2,7.03,62,8,4,7,7,74,70,0,1,5,4,64,59,43,29,56,51,43,1,95,82,Placement,Business Analyst,100.0,Excellent,53.5,50.8
B.Tech,IT,4,6.6,70,6,2,8,6,64,85,2,5,4,4,80,88,54,24,69,62,97,2,44,69,Placement,ML Engineer,93.6,Excellent,74.5,70.8
B.Com,General,4,6.59,96,1,2,5,7,69,59,2,3,3,9,7,99,73,66,85,98,72,2,61,54,Higher Studies,Software Engineer,69.7,Average,75.1,71.3
B.Tech,IT,1,9.58,44,2,4,5,10,79,56,1,1,0,3,92,38,90,50,33,57,58,1,98,87,Higher Studies,Business Analyst,96.1,Excellent,63.9,60.7
B.Com,Hons,1,8.23,45,2,2,4,2,70,71,2,4,0,2,83,5,31,48,34,87,86,1,94,68,Higher Studies,Business Analyst,90.2,Excellent,65.3,62.0
Law,Corporate,2,6.17,90,7,5,5,2,96,72,3,2,5,0,100,87,72,22,44,43,62,2,54,74,Entrepreneurship,Data Analyst,99.6,Excellent,64.4,61.2
B.Tech,IT,4,8.61,40,5,4,4,7,84,61,3,1,5,6,38,20,38,45,93,79,50,1,96,72,Entrepreneurship,Business Analyst,94.6,Excellent,58.5,55.6
BCA,General,1,8.6,98,1,4,5,3,93,88,1,2,1,7,60,35,90,21,27,70,70,0,52,78,Placement,Business Analyst,100.0,Excellent,50.1,47.6
B.Com,General,2,8.37,87,3,1,5,9,55,62,3,4,3,4,59,17,96,98,77,44,30,2,94,79,Placement,Data Analyst,75.9,Good,85.5,81.2
BCA,General,4,6.08,67,4,0,8,8,86,89,0,4,3,7,68,0,53,96,75,97,56,0,69,62,Government Exam,Software Engineer,90.7,Excellent,64.7,61.5
B.Tech,CSE,2,7.25,57,4,1,5,7,60,62,2,1,5,3,58,92,94,75,33,72,31,2,64,62,Higher Studies,Software Engineer,77.1,Good,67.0,63.6
BCA,General,3,5.96,63,2,2,4,5,72,82,1,7,4,7,9,16,67,33,61,84,93,1,60,82,Government Exam,Software Engineer,90.4,Excellent,75.4,71.6
BCA,General,4,9.01,52,7,0,6,10,93,80,3,5,3,2,62,68,99,95,32,78,80,1,56,76,Higher Studies,Data Analyst,97.1,Excellent,77.9,74.0
B.Tech,ECE,1,8.32,72,8,4,6,8,88,97,0,3,5,7,69,5,34,34,38,47,83,1,75,94,Placement,Business Analyst,100.0,Excellent,58.4,55.5
Law,Criminal,1,7.68,49,1,2,6,8,58,77,0,5,4,5,6,57,97,64,53,54,59,2,78,81,Entrepreneurship,Data Analyst,97.1,Excellent,81.3,77.2
BCA,General,3,6.97,46,3,3,4,6,67,68,1,6,2,8,34,44,96,66,65,41,30,0,73,91,Higher Studies,Business Analyst,94.3,Excellent,68.7,65.3
BCA,General,4,6.29,76,4,2,4,2,95,70,1,3,5,4,90,71,59,39,74,84,58,2,80,69,Entrepreneurship,ML Engineer,99.4,Excellent,74.8,71.1
Law,Corporate,2,5.96,71,1,0,6,3,85,81,3,7,4,0,41,88,91,37,83,76,42,0,73,55,Government Exam,ML Engineer,70.6,Good,70.1,66.6
BCA,General,1,9.67,84,3,0,5,9,89,75,2,2,0,7,84,82,36,98,76,96,72,1,88,72,Government Exam,ML Engineer,89.7,Excellent,69.0,65.6
BCA,General,3,6.36,61,6,4,6,6,97,62,0,1,2,2,87,47,80,80,91,100,70,0,92,66,Entrepreneurship,Software Engineer,100.0,Excellent,64.4,61.2
BCA,General,3,5.76,55,2,5,7,3,85,78,0,0,1,4,28,49,61,95,83,93,87,2,89,49,Placement,Software Engineer,91.3,Excellent,70.8,67.3
BBA,Marketing,4,9.64,63,5,3,4,6,77,56,1,4,1,1,26,55,55,24,24,89,43,2,77,59,Government Exam,Data Analyst,100.0,Excellent,65.6,62.3
Law,Criminal,4,7.86,91,4,4,7,9,68,96,0,5,1,6,37,8,72,77,62,72,70,1,89,43,Entrepreneurship,Software Engineer,100.0,Excellent,72.7,69.1
BCA,General,1,8.93,93,4,3,7,5,79,75,1,2,0,4,1,91,91,100,36,66,96,2,98,59,Government Exam,Data Analyst,100.0,Excellent,76.0,72.2
Law,Criminal,3,5.69,53,3,3,4,4,87,55,2,4,5,6,24,61,60,96,65,61,83,0,93,54,Placement,Data Analyst,81.0,Good,62.9,59.8
B.Com,Hons,2,7.94,50,5,4,6,6,64,81,1,2,1,6,65,30,52,79,52,81,35,0,77,77,Government Exam,Software Engineer,100.0,Excellent,54.1,51.4
B.Com,General,3,7.21,58,8,2,8,8,93,85,2,1,4,4,37,64,93,32,88,82,75,1,65,54,Placement,Software Engineer,97.3,Excellent,61.8,58.7
BCA,General,2,8.82,62,6,1,7,3,61,72,3,2,5,4,58,60,84,99,34,85,30,1,41,86,Placement,Data Analyst,97.6,Excellent,64.1,60.9
Law,Criminal,2,5.67,73,1,3,6,2,51,60,1,2,0,8,81,9,45,59,61,31,58,0,73,56,Government Exam,Data Analyst,70.7,Good,47.7,45.3
Law,Criminal,1,7.23,99,2,0,8,6,58,70,3,6,3,2,6,52,38,86,34,77,55,0,77,59,Entrepreneurship,Data Analyst,71.5,Good,59.1,56.1
Law,Corporate,3,8.94,79,1,4,7,8,84,68,2,0,0,7,48,63,33,71,84,45,87,2,80,88,Placement,Business Analyst,85.3,Excellent,64.5,61.3
BBA,HR,2,7.75,52,3,5,6,9,50,83,0,2,0,0,67,63,68,21,82,65,32,0,75,56,Higher Studies,Software Engineer,99.0,Excellent,50.1,47.6
B.Com,Hons,4,7.87,78,8,2,7,9,95,98,3,3,3,3,40,49,73,72,75,39,89,2,81,92,Placement,Data Analyst,98.8,Excellent,78.4,74.5
Law,Corporate,2,5.92,83,8,3,6,11,80,96,1,2,4,1,73,85,70,86,62,47,43,2,91,51,Government Exam,ML Engineer,96.4,Excellent,71.5,67.9
Law,Criminal,4,6.07,67,4,5,5,10,77,99,1,2,2,2,50,64,42,30,89,31,52,2,73,50,Higher Studies,Data Analyst,89.3,Excellent,60.6,57.6
BBA,HR,4,8.41,79,6,2,5,2,94,93,3,1,3,5,91,76,41,30,53,69,91,2,84,69,Entrepreneurship,Business Analyst,100.0,Excellent,64.3,61.1
BBA,Finance,3,8.4,55,4,4,4,8,86,84,3,2,0,3,93,13,53,29,85,71,39,1,43,65,Higher Studies,Software Engineer,87.4,Excellent,56.8,54.0
Law,Criminal,4,9.71,89,1,5,8,11,56,98,3,6,1,0,23,22,77,47,100,54,33,2,50,96,Higher Studies,Data Analyst,96.2,Excellent,82.3,78.2
B.Tech,AI&DS,2,8.56,90,6,0,7,9,95,80,1,0,3,4,35,27,61,30,88,30,68,2,81,87,Higher Studies,ML Engineer,100.0,Excellent,62.0,58.9
Law,Criminal,4,7.62,67,7,3,7,7,65,95,3,7,3,2,79,92,67,26,39,45,63,2,52,64,Entrepreneurship,Software Engineer,100.0,Excellent,76.5,72.7
Law,Corporate,3,9.19,43,2,3,6,11,99,78,3,1,2,1,96,57,95,48,33,71,54,2,78,84,Entrepreneurship,Business Analyst,81.7,Good,71.3,67.7
BBA,HR,1,5.95,67,3,5,8,5,63,55,2,7,0,3,9,39,83,84,95,66,81,0,75,56,Entrepreneurship,Data Analyst,83.1,Good,75.0,71.2
BBA,HR,2,7.43,96,2,2,7,8,82,85,3,6,1,3,20,63,50,71,87,66,44,0,93,93,Placement,Data Analyst,78.8,Good,68.8,65.4
Law,Corporate,2,6.73,99,8,4,8,4,55,80,3,4,1,2,26,96,60,34,60,100,41,0,44,80,Entrepreneurship,Software Engineer,94.5,Excellent,54.6,51.9
Law,Corporate,3,5.95,51,3,1,8,3,70,81,1,7,2,4,54,1,93,26,78,35,30,2,78,98,Placement,Software Engineer,89.3,Excellent,86.2,81.9
Law,Corporate,3,8.78,55,8,3,5,7,59,89,1,3,5,4,84,42,81,87,69,51,38,1,50,40,Placement,Data Analyst,100.0,Excellent,64.3,61.1
BBA,Marketing,3,7.7,92,2,0,7,3,81,69,0,3,1,7,90,96,64,74,93,75,88,1,66,89,Entrepreneurship,Data Analyst,97.7,Excellent,74.6,70.9
Law,Corporate,3,7.89,93,7,3,7,7,55,71,1,7,4,9,95,87,45,22,58,69,43,2,42,65,Government Exam,Business Analyst,100.0,Excellent,75.3,71.5
Law,Criminal,2,7.27,88,1,3,4,11,51,52,1,7,3,6,4,11,69,39,49,83,60,1,98,42,Entrepreneurship,Software Engineer,84.0,Good,72.6,69.0
BCA,General,1,7.48,75,5,1,8,4,88,57,1,4,3,8,98,91,67,22,56,75,82,0,84,92,Entrepreneurship,Software Engineer,100.0,Excellent,63.3,60.1
B.Tech,ECE,4,6.0,59,6,1,6,3,98,94,1,2,1,6,85,34,86,48,66,65,92,0,67,98,Government Exam,Business Analyst,93.8,Excellent,61.8,58.7
B.Com,Hons,4,8.39,65,3,4,5,9,76,68,3,0,1,1,58,73,32,39,64,70,39,1,74,97,Higher Studies,Data Analyst,77.0,Good,51.0,48.4
B.Tech,AI&DS,1,7.36,95,1,3,4,5,63,80,0,0,1,2,35,97,66,29,76,96,72,1,76,82,Government Exam,Software Engineer,91.1,Excellent,58.0,55.1
BCA,General,1,9.01,95,4,3,5,5,72,81,1,0,3,5,73,68,31,80,23,52,47,2,53,95,Placement,Software Engineer,100.0,Excellent,56.4,53.6
B.Com,Hons,1,6.34,65,4,2,6,8,88,64,3,0,1,0,33,62,32,56,25,72,96,0,68,50,Placement,Business Analyst,60.3,Average,37.9,36.0
Law,Corporate,3,6.38,61,2,2,4,9,70,88,1,6,4,7,51,40,76,70,34,90,88,1,91,86,Placement,Business Analyst,86.3,Excellent,80.5,76.5
BCA,General,2,8.28,95,8,5,5,10,90,80,0,2,4,6,5,63,56,61,64,46,52,1,76,67,Entrepreneurship,Data Analyst,100.0,Excellent,56.3,53.5
Law,Criminal,2,9.14,48,4,5,6,11,79,52,2,4,3,5,13,17,92,92,100,94,75,2,56,67,Entrepreneurship,Data Analyst,100.0,Excellent,86.0,81.7
BBA,Marketing,2,7.53,44,8,0,4,9,74,81,2,7,5,4,58,69,67,94,79,32,78,0,53,69,Placement,Software Engineer,100.0,Excellent,70.7,67.2
BCA,General,3,8.63,56,5,0,6,5,73,59,0,6,0,9,56,10,73,49,47,59,52,1,70,74,Placement,Business Analyst,100.0,Excellent,71.6,68.0
BBA,Finance,2,9.8,88,3,2,4,3,60,77,3,6,0,4,36,64,37,64,96,50,41,2,87,46,Higher Studies,ML Engineer,100.0,Excellent,77.1,73.2
BCA,General,3,9.76,73,2,5,7,11,84,76,3,4,0,7,57,22,52,43,51,45,58,2,91,72,Placement,Business Analyst,94.2,Excellent,71.4,67.8
BCA,General,2,8.7,41,3,0,7,6,53,97,0,7,4,7,82,3,35,50,67,91,88,1,77,87,Placement,Software Engineer,100.0,Excellent,79.0,75.0
BBA,Marketing,1,8.68,92,3,3,5,8,86,95,2,3,2,2,31,6,54,42,38,89,82,2,94,66,Placement,Software Engineer,100.0,Excellent,70.7,67.2
B.Com,Hons,4,6.56,94,7,5,8,3,85,89,1,4,0,8,19,40,88,72,50,38,97,0,95,68,Higher Studies,ML Engineer,100.0,Excellent,63.5,60.3
B.Tech,AI&DS,4,9.08,46,1,1,8,5,62,92,2,0,2,2,84,48,86,61,98,95,92,0,44,66,Placement,Business Analyst,83.5,Good,57.1,54.2
Law,Corporate,3,7.24,75,4,5,6,7,58,80,1,2,3,9,78,16,87,55,79,55,58,1,57,81,Entrepreneurship,ML Engineer,99.4,Excellent,66.0,62.7
BCA,General,2,9.64,52,6,3,4,9,77,83,0,6,4,7,80,74,45,53,63,96,32,0,57,70,Government Exam,ML Engineer,100.0,Excellent,62.6,59.5
Law,Corporate,4,5.85,59,3,2,7,11,95,54,0,1,5,6,60,54,55,45,42,44,66,0,54,86,Higher Studies,ML Engineer,80.1,Good,44.4,42.2
BBA,Marketing,1,7.37,69,8,4,8,7,65,60,0,1,0,8,56,26,76,90,46,41,92,0,90,44,Entrepreneurship,Software Engineer,100.0,Excellent,53.0,50.3
Law,Criminal,1,7.89,69,5,4,7,7,55,56,2,0,4,8,51,11,69,44,20,48,52,1,43,73,Higher Studies,ML Engineer,89.7,Excellent,45.9,43.6
BBA,Marketing,1,7.24,50,7,2,6,7,76,57,0,5,3,0,87,46,48,22,41,43,78,0,77,76,Placement,Data Analyst,100.0,Excellent,56.3,53.5
Law,Criminal,3,6.41,70,8,3,6,5,59,66,2,3,4,0,84,33,73,62,27,44,32,2,92,60,Placement,Software Engineer,95.0,Excellent,69.7,66.2
B.Tech,AI&DS,3,8.05,97,5,0,4,4,72,93,3,7,1,2,47,7,55,25,88,40,51,0,92,65,Placement,Data Analyst,94.5,Excellent,64.9,61.7
B.Tech,IT,2,8.75,42,8,5,8,2,70,99,1,7,0,6,78,22,81,73,43,92,65,0,80,93,Higher Studies,Data Analyst,100.0,Excellent,77.2,73.3
B.Tech,ECE,1,8.27,98,6,5,6,3,75,88,1,6,4,2,10,25,66,71,52,72,39,0,48,82,Higher Studies,Software Engineer,100.0,Excellent,61.8,58.7
B.Tech,CSE,2,6.51,41,4,0,6,3,94,90,1,1,5,2,100,33,76,32,31,96,38,1,98,44,Government Exam,Software Engineer,90.7,Excellent,57.9,55.0
B.Tech,ECE,2,8.65,87,4,4,7,11,52,63,0,5,4,3,29,31,43,85,23,72,85,1,99,72,Placement,Business Analyst,100.0,Excellent,69.7,66.2
B.Tech,ECE,1,6.6,42,2,2,5,8,92,73,1,0,4,7,59,5,55,75,83,30,84,2,58,81,Placement,Software Engineer,77.6,Good,64.3,61.1
BBA,HR,2,6.25,95,2,2,8,7,84,79,0,6,3,0,17,64,76,66,98,33,48,0,64,41,Entrepreneurship,ML Engineer,97.2,Excellent,62.7,59.6
BCA,General,4,8.47,54,8,1,4,9,56,99,2,6,0,3,91,58,42,96,79,54,62,0,88,62,Placement,Business Analyst,100.0,Excellent,69.4,65.9
Law,Corporate,3,9.12,56,2,4,4,10,76,64,0,6,5,3,76,49,40,84,28,82,49,0,59,90,Higher Studies,ML Engineer,100.0,Excellent,63.4,60.2
B.Tech,CSE,2,7.57,87,4,2,7,6,91,53,1,7,0,7,73,67,31,85,61,64,64,0,53,82,Higher Studies,Data Analyst,100.0,Excellent,66.4,63.1
BBA,HR,1,7.78,91,3,1,4,4,82,62,0,2,1,6,46,88,59,87,72,54,60,2,98,95,Higher Studies,Software Engineer,99.9,Excellent,76.3,72.5
BBA,Marketing,3,6.8,46,8,0,6,5,53,54,0,1,1,3,11,7,53,32,96,32,79,2,47,68,Higher Studies,Data Analyst,92.8,Excellent,59.1,56.1
BBA,Marketing,3,7.63,87,1,4,8,9,75,80,2,0,4,7,49,39,52,49,93,80,75,0,48,57,Higher Studies,Business Analyst,80.1,Good,45.9,43.6
BCA,General,2,6.07,44,6,4,4,4,57,61,0,1,0,2,39,45,99,95,79,79,39,0,60,74,Government Exam,Data Analyst,94.5,Excellent,59.3,56.3
Law,Criminal,4,9.61,73,7,2,8,3,69,79,1,2,0,9,89,83,36,52,33,42,96,2,73,49,Higher Studies,Business Analyst,100.0,Excellent,61.7,58.6
BCA,General,2,8.94,72,6,2,4,8,66,98,0,4,4,6,63,77,76,57,70,64,63,0,95,78,Higher Studies,ML Engineer,100.0,Excellent,65.4,62.1
B.Com,General,4,8.37,93,6,3,5,5,54,59,3,7,2,8,18,32,39,62,84,84,80,0,79,72,Government Exam,Software Engineer,100.0,Excellent,69.0,65.6
BBA,Finance,3,7.81,84,2,0,5,9,98,79,0,4,0,5,86,57,59,22,46,47,68,0,96,71,Higher Studies,ML Engineer,93.7,Excellent,56.5,53.7
B.Com,Hons,2,8.91,55,1,0,8,2,58,75,3,2,4,3,99,2,77,62,41,80,97,1,93,81,Government Exam,Business Analyst,80.0,Good,70.4,66.9
B.Tech,AI&DS,1,7.63,76,5,5,5,9,57,93,1,2,4,3,26,78,54,92,41,59,41,0,98,76,Placement,Business Analyst,100.0,Excellent,53.3,50.6
B.Tech,AI&DS,2,6.79,42,4,1,5,6,56,55,3,4,2,0,51,26,53,90,83,69,55,1,80,62,Entrepreneurship,ML Engineer,66.1,Average,70.8,67.3
BCA,General,4,6.19,98,5,1,6,3,86,76,3,2,1,5,79,82,41,23,43,59,100,0,52,40,Government Exam,ML Engineer,73.7,Good,42.6,40.5
Law,Criminal,4,8.28,98,2,3,4,2,85,69,3,6,5,2,6,64,100,51,49,87,96,0,65,56,Entrepreneurship,ML Engineer,100.0,Excellent,68.1,64.7
B.Com,General,2,9.5,86,3,5,5,7,52,77,3,2,4,2,62,56,63,20,59,94,31,1,81,85,Placement,Software Engineer,99.2,Excellent,60.4,57.4
Law,Corporate,4,6.16,87,7,0,8,10,57,69,3,2,0,0,76,34,32,32,100,41,41,1,95,75,Entrepreneurship,ML Engineer,58.5,Average,58.5,55.6
BCA,General,3,6.27,82,7,1,6,10,54,61,0,4,1,6,54,51,35,55,42,37,88,1,84,66,Government Exam,Data Analyst,90.0,Excellent,60.9,57.9
B.Tech,ECE,2,7.36,96,2,0,5,10,54,94,2,4,1,8,75,96,88,45,29,47,61,1,98,87,Placement,ML Engineer,70.4,Good,70.3,66.8
Law,Criminal,4,8.97,90,1,0,8,5,66,70,3,5,1,2,90,50,56,96,52,94,80,2,76,78,Entrepreneurship,Business Analyst,79.7,Good,86.4,82.1
Law,Corporate,2,6.76,89,7,5,4,7,96,79,1,7,4,6,96,16,65,41,91,39,40,1,69,40,Government Exam,Business Analyst,100.0,Excellent,73.2,69.5
B.Tech,CSE,2,6.59,60,2,1,5,11,76,98,1,7,0,8,30,76,90,30,24,66,61,2,86,77,Placement,Business Analyst,80.3,Good,82.6,78.5
B.Com,General,1,8.17,80,6,2,8,7,89,59,0,1,5,2,10,51,100,44,46,58,93,0,100,53,Higher Studies,ML Engineer,100.0,Excellent,53.0,50.3
B.Tech,CSE,2,7.8,47,3,2,8,6,88,54,2,4,2,8,16,47,94,98,81,75,74,0,59,43,Government Exam,ML Engineer,87.0,Excellent,65.4,62.1
Law,Criminal,1,5.76,61,3,5,7,3,98,86,2,1,3,1,65,57,34,64,44,73,83,2,46,71,Entrepreneurship,Software Engineer,86.7,Excellent,60.7,57.7
B.Com,Hons,4,5.85,90,4,1,8,8,61,57,3,6,3,2,66,75,71,55,85,65,35,0,93,60,Entrepreneurship,ML Engineer,64.5,Average,68.6,65.2
B.Com,Hons,1,8.26,93,4,3,7,2,77,79,1,6,1,3,97,25,43,53,39,47,55,0,83,86,Higher Studies,Business Analyst,100.0,Excellent,62.5,59.4
B.Tech,AI&DS,1,7.5,44,6,4,4,7,53,66,1,7,3,6,31,26,94,53,62,61,37,2,59,82,Government Exam,ML Engineer,100.0,Excellent,85.4,81.1
Law,Criminal,1,9.68,56,8,5,4,6,77,52,0,4,3,8,23,23,41,51,86,49,37,0,55,89,Higher Studies,Data Analyst,100.0,Excellent,53.5,50.8
BCA,General,3,8.42,76,8,0,6,6,74,70,3,3,4,0,87,80,31,44,77,63,67,1,41,41,Placement,ML Engineer,95.8,Excellent,55.4,52.6
Law,Criminal,1,5.54,53,3,5,7,9,99,65,1,1,2,8,12,10,43,86,60,70,37,1,49,97,Placement,ML Engineer,79.1,Good,55.1,52.3
BBA,Finance,2,7.57,78,8,4,8,10,85,81,3,7,3,9,21,85,96,78,83,64,46,1,80,64,Placement,Business Analyst,100.0,Excellent,82.8,78.7
BCA,General,1,7.28,80,6,5,6,8,91,76,2,7,5,4,18,7,96,76,65,86,32,2,91,77,Entrepreneurship,Software Engineer,100.0,Excellent,92.0,87.4
B.Com,General,2,5.96,67,3,1,6,11,52,55,3,2,5,3,52,47,43,48,79,56,70,0,74,98,Higher Studies,Business Analyst,50.1,Average,53.6,50.9
BCA,General,1,9.47,70,8,0,4,9,80,91,3,3,2,5,93,31,63,40,34,47,82,1,82,87,Entrepreneurship,Business Analyst,100.0,Excellent,64.1,60.9
B.Com,Hons,3,8.96,56,8,4,8,3,86,65,0,5,3,9,38,28,74,92,46,50,99,2,67,53,Government Exam,ML Engineer,100.0,Excellent,79.7,75.7
B.Com,Hons,4,6.49,74,8,2,7,3,61,94,0,4,5,4,20,95,38,40,77,47,91,2,49,52,Higher Studies,Business Analyst,100.0,Excellent,65.7,62.4
BCA,General,1,6.6,79,1,3,4,9,86,52,2,7,1,4,86,4,39,90,43,56,82,1,52,83,Entrepreneurship,ML Engineer,75.4,Good,75.4,71.6
B.Com,Hons,1,5.64,61,8,5,6,7,86,89,2,4,1,4,15,48,37,66,54,57,88,0,61,58,Government Exam,ML Engineer,96.4,Excellent,52.0,49.4
B.Com,Hons,3,6.78,84,8,5,5,9,53,69,3,5,5,7,6,12,58,51,42,44,52,0,73,51,Placement,Data Analyst,95.7,Excellent,52.3,49.7
BBA,Marketing,1,8.01,87,2,4,6,10,79,89,1,3,2,9,83,88,90,41,27,74,76,2,55,99,Government Exam,Business Analyst,97.6,Excellent,75.3,71.5
Law,Corporate,2,7.31,92,4,3,5,10,87,56,3,0,2,7,77,41,83,61,35,76,64,2,47,70,Placement,ML Engineer,69.5,Average,63.5,60.3
Law,Criminal,1,9.67,68,1,5,4,7,91,60,2,6,2,9,25,9,68,30,89,65,43,2,96,73,Entrepreneurship,Software Engineer,100.0,Excellent,82.0,77.9
BBA,Marketing,1,5.74,49,7,2,7,9,87,78,0,2,2,3,85,25,62,77,80,48,94,1,59,80,Placement,Software Engineer,93.6,Excellent,66.6,63.3
BCA,General,4,8.04,57,8,4,8,3,76,52,0,1,0,8,99,25,52,97,77,74,78,0,49,62,Entrepreneurship,Data Analyst,100.0,Excellent,54.8,52.1
B.Tech,CSE,4,9.19,74,8,1,5,9,71,70,2,3,1,7,89,84,69,60,48,86,65,1,94,48,Higher Studies,ML Engineer,100.0,Excellent,67.6,64.2
B.Tech,AI&DS,1,7.57,83,2,0,8,4,50,81,3,1,3,5,75,22,52,44,82,58,30,0,68,55,Higher Studies,Business Analyst,66.9,Average,45.9,43.6
B.Tech,IT,3,5.51,55,8,2,4,2,97,79,1,4,0,1,30,43,88,35,45,45,51,2,88,63,Placement,Business Analyst,100.0,Excellent,72.5,68.9
BBA,HR,4,6.54,89,8,3,4,8,92,88,0,0,2,8,67,75,79,85,28,51,64,0,89,47,Placement,Business Analyst,100.0,Excellent,48.0,45.6
BBA,Finance,1,6.89,88,8,3,4,2,87,60,3,5,3,5,39,38,93,89,38,84,32,1,91,76,Entrepreneurship,Data Analyst,100.0,Excellent,76.9,73.1
B.Com,General,4,9.65,46,4,2,7,2,69,66,1,0,1,7,26,42,85,53,90,41,41,2,92,70,Entrepreneurship,ML Engineer,100.0,Excellent,66.3,63.0
B.Tech,AI&DS,1,9.42,69,7,1,5,2,67,74,2,1,2,5,8,51,72,65,44,45,66,0,81,94,Government Exam,Software Engineer,100.0,Excellent,50.2,47.7
BCA,General,4,9.58,58,6,5,8,5,55,99,3,5,4,4,75,57,87,67,43,84,87,1,69,71,Entrepreneurship,ML Engineer,100.0,Excellent,76.7,72.9
BCA,General,4,9.05,94,7,1,6,5,98,74,1,6,2,6,92,88,41,56,58,76,41,2,99,92,Placement,Data Analyst,100.0,Excellent,83.8,79.6
B.Tech,CSE,2,7.01,99,1,5,4,11,61,58,3,4,3,3,91,75,65,41,66,56,31,0,99,81,Entrepreneurship,Business Analyst,68.9,Average,61.3,58.2
B.Tech,ECE,1,9.4,62,8,5,8,7,66,94,0,5,1,9,15,99,35,99,80,40,94,0,63,62,Government Exam,Data Analyst,100.0,Excellent,60.2,57.2
B.Tech,ECE,1,9.72,47,5,3,8,11,71,78,2,6,2,2,71,31,61,26,48,44,87,1,41,77,Higher Studies,Software Engineer,100.0,Excellent,66.6,63.3
BBA,Marketing,1,7.01,56,7,5,7,4,67,64,0,5,1,6,12,17,94,66,39,82,89,2,73,75,Placement,Data Analyst,100.0,Excellent,82.9,78.8
BBA,HR,1,6.62,60,5,2,5,11,59,68,0,0,0,1,77,41,89,96,24,62,70,0,81,71,Entrepreneurship,Software Engineer,79.5,Good,53.6,50.9
BBA,Marketing,4,7.85,65,4,5,7,7,73,64,3,2,4,9,59,83,83,36,55,100,64,2,60,62,Higher Studies,Software Engineer,89.1,Excellent,70.5,67.0
Law,Corporate,2,6.3,96,1,2,7,8,69,88,2,4,5,2,78,1,53,22,81,51,40,2,73,93,Entrepreneurship,Business Analyst,75.2,Good,73.2,69.5
BCA,General,2,5.64,67,7,0,8,2,61,84,3,3,5,0,59,59,58,31,69,94,81,1,71,62,Government Exam,Business Analyst,77.7,Good,64.3,61.1
BCA,General,3,9.57,98,8,3,5,7,53,89,1,7,0,0,8,32,37,89,39,87,81,2,69,97,Government Exam,Data Analyst,100.0,Excellent,84.2,80.0
B.Com,General,1,9.48,78,2,1,5,11,91,62,2,3,5,1,52,45,42,95,30,56,91,2,53,72,Placement,Software Engineer,92.7,Excellent,68.8,65.4
BBA,Marketing,3,6.2,72,7,4,5,2,54,65,0,3,4,0,31,80,92,94,39,41,92,0,58,80,Placement,Data Analyst,100.0,Excellent,60.2,57.2
Law,Criminal,4,7.25,79,8,1,4,8,75,52,0,2,0,1,85,58,54,38,25,89,44,1,69,65,Entrepreneurship,ML Engineer,100.0,Excellent,55.8,53.0
Law,Criminal,3,9.07,58,2,1,5,11,85,80,0,4,1,0,54,99,58,50,64,62,99,2,97,79,Placement,Business Analyst,100.0,Excellent,79.3,75.3
BCA,General,1,8.34,68,1,4,8,6,65,50,3,5,1,2,24,93,88,21,45,95,69,1,80,42,Government Exam,Software Engineer,80.9,Good,67.9,64.5
BBA,Marketing,2,7.2,59,5,3,4,11,54,84,3,1,0,8,40,56,90,37,42,38,38,2,66,40,Entrepreneurship,Business Analyst,66.7,Average,58.3,55.4
B.Com,Hons,2,8.7,59,1,5,6,5,75,65,3,1,3,8,25,61,55,74,24,55,99,0,55,52,Higher Studies,Business Analyst,86.6,Excellent,43.3,41.1
BBA,HR,1,9.36,49,8,0,7,2,68,50,2,4,0,7,28,62,97,23,44,74,46,0,64,66,Placement,ML Engineer,100.0,Excellent,56.3,53.5
B.Tech,CSE,4,9.48,51,5,1,5,10,55,99,2,2,2,8,81,72,51,41,23,84,52,1,93,89,Entrepreneurship,Business Analyst,95.5,Excellent,60.1,57.1
BBA,Finance,1,7.13,95,5,5,6,8,73,63,2,4,3,3,35,30,36,97,29,81,87,1,64,66,Higher Studies,ML Engineer,96.7,Excellent,64.4,61.2
B.Tech,CSE,4,6.25,72,6,1,5,3,80,56,2,7,1,7,83,38,86,97,53,38,80,2,63,83,Entrepreneurship,Software Engineer,90.0,Excellent,91.5,86.9
