student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
2091,B.Tech/B.E.,Aerospace Engineering,1,Data Engineering,AI Research Scientist,Research Labs/Academia,Career Switch/Upskilling,6.11,77.4,0,3.4,1.5,8.4,5.5,66.5,66.2,72.6,42.3,52.3,46.0,58.1,55.4,51.7,53.5,4,2,2,1,3,0,47.6,53.7,53.6,32.4,42.4,42.4,61.7,72.0,Good,41.9,0.235
2092,BS (Data Science & AI),Textile Engineering,3,Computer Vision,Data Analyst,Analytics/Data Services,Job Placement,7.37,89.0,2,4.1,3.5,5.3,6.8,72.6,77.1,76.0,61.3,69.1,61.6,57.9,63.1,57.7,50.8,4,2,2,1,3,0,62.1,60.2,56.0,30.9,54.8,45.7,75.3,70.7,Good,57.1,0.6618
2093,MSc,Metallurgical Engineering,4,Classical ML,AI Transformation Consultant,Consulting,Higher Studies/Research,6.44,64.3,7,2.9,1.7,6.5,5.8,67.9,49.9,16.3,43.2,45.1,49.1,30.4,45.2,47.4,54.5,2,1,2,1,0,0,23.0,30.8,53.5,33.4,11.4,25.3,53.1,43.4,At-Risk,11.0,0.03
2094,M.Tech/M.E.,Mechanical Engineering,3,Robotics,Software Engineer Full Stack,Core Product Engineering,Job Placement,7.41,79.7,0,5.3,2.3,6.2,4.2,80.3,69.7,70.0,73.3,49.4,62.1,54.2,71.2,59.0,71.6,2,1,1,2,2,0,40.1,63.5,46.5,51.8,56.2,37.9,43.1,68.3,Average,50.1,0.5889
2095,B.Tech/B.E.,Environmental Engineering,3,Classical ML,Data Analyst,Analytics/Data Services,Higher Studies/Research,7.05,72.2,1,4.3,1.7,5.5,5.9,79.1,67.0,62.6,33.2,43.5,47.0,43.9,63.2,55.2,61.7,3,0,3,0,2,1,41.6,47.2,46.2,44.8,21.3,32.1,43.3,73.2,Good,38.9,0.0774
2096,B.Tech/B.E.,Mechanical Engineering,1,Data Engineering,Robotics Engineer,Autonomous Systems/Robotics,Freelance/Remote Work,8.87,99.4,0,5.5,4.5,8.3,2.5,85.4,82.8,73.2,66.7,60.8,80.6,71.9,72.6,56.4,67.5,4,4,5,2,3,1,70.2,71.5,52.7,41.4,67.5,52.8,62.7,84.0,Excellent,56.4,0.6568
2097,MCA,Robotics,3,Generative AI,AI Trainer RLHF Specialist,AI/ML Product Companies,Entrepreneurship/Startup,6.82,87.5,0,4.0,3.4,7.1,5.6,82.8,78.9,84.5,59.9,67.3,67.7,50.6,60.4,79.6,76.3,4,1,0,1,1,1,51.0,60.0,58.9,59.7,50.5,40.7,53.5,77.7,Good,57.4,0.627
2098,B.Tech/B.E.,Electronics & Instrumentation,4,Computer Vision,Data Analyst,Research Labs/Academia,Government Exams,7.67,96.4,2,4.6,5.3,7.8,7.0,64.5,78.2,96.1,76.8,63.6,68.1,72.1,49.4,88.5,66.4,6,3,6,3,3,1,70.3,78.1,67.7,49.3,64.9,58.9,83.5,76.7,Good,65.4,0.6546
2099,B.Tech/B.E.,Mechanical Engineering,4,Classical ML,Robotics Engineer,Autonomous Systems/Robotics,Government Exams,6.5,85.1,1,4.2,1.5,4.9,5.6,71.9,73.1,41.6,25.7,52.9,38.9,49.3,56.1,60.6,62.4,2,1,3,1,0,0,58.5,48.3,45.4,23.8,62.7,36.1,22.4,68.8,Average,41.3,0.4678
2100,BCA,Electronics & Communication,1,NLP,Applied Scientist,AI/ML Product Companies,Job Placement,8.95,93.1,0,5.2,2.5,8.0,3.6,82.8,82.0,52.7,62.3,72.9,68.3,41.4,60.7,35.6,57.7,2,1,2,0,0,1,30.1,53.2,35.8,32.5,53.4,34.8,64.3,84.6,Excellent,51.8,0.8089
2101,MCA,Computer Science,4,Robotics,Data Engineer,Analytics/Data Services,Career Switch/Upskilling,7.07,72.6,0,4.0,1.8,5.4,4.9,70.5,65.8,51.5,39.9,45.2,46.9,55.1,43.0,73.9,48.1,3,2,2,2,2,0,57.6,37.5,62.0,54.1,40.4,40.1,25.9,73.9,Good,52.2,0.5458
2102,B.Tech/B.E.,Textile Engineering,2,Applied Research,Reinforcement Learning Engineer,Research Labs/Academia,Job Placement,7.3,65.0,1,2.7,3.4,6.9,3.8,65.1,61.7,56.0,59.0,46.9,56.4,43.5,68.5,87.0,87.7,2,0,3,1,0,0,31.3,29.1,42.2,31.2,31.9,39.6,56.1,60.5,Average,33.8,0.059
2103,PhD,Automobile Engineering,5,Classical ML,Data Analyst,Consulting,Freelance/Remote Work,6.41,69.2,0,2.7,2.3,6.5,4.7,71.7,56.9,47.2,47.8,43.8,28.8,34.5,55.1,41.9,56.6,1,0,2,0,2,0,51.8,38.3,23.0,22.5,34.3,30.2,46.8,64.0,Average,30.6,0.0804
2104,MCA,Robotics,3,Data Engineering,Reinforcement Learning Engineer,Research Labs/Academia,Job Placement,7.45,77.7,0,4.9,3.2,6.0,2.7,81.8,93.3,72.4,74.8,79.7,95.2,56.3,83.7,47.9,52.9,3,1,0,3,3,4,53.6,58.7,50.3,66.9,53.7,50.8,54.3,75.9,Good,54.2,0.4979
2105,M.Tech/M.E.,Chemistry,4,Generative AI,Data Scientist,Analytics/Data Services,Government Exams,6.37,50.3,1,1.7,1.9,7.1,6.4,61.7,63.2,60.0,64.2,46.7,63.8,50.5,82.3,53.4,74.1,2,1,2,1,1,1,59.2,47.4,40.0,27.4,48.3,30.6,51.2,59.4,Average,40.3,0.3433
2106,BCA,Electronics & Communication,1,Computer Vision,Generative AI Engineer,GenAI Startups,Higher Studies/Research,8.17,79.3,0,4.0,3.2,6.0,5.3,85.5,80.6,49.1,50.3,60.2,71.9,48.1,84.0,53.3,77.8,1,2,2,0,0,1,43.1,56.4,48.0,24.2,53.0,31.8,34.7,80.2,Good,43.9,0.6531
2107,MCA,Information Technology,2,Applied Research,Applied Scientist,AI/ML Product Companies,Freelance/Remote Work,7.28,63.0,3,2.1,1.9,6.6,5.0,66.7,81.8,53.5,77.8,66.0,51.1,38.7,73.2,29.5,63.1,2,0,0,0,0,0,24.8,43.9,49.7,38.2,46.1,32.7,68.8,57.7,Average,39.1,0.6898
2108,B.Tech/B.E.,Chemical Engineering,2,Classical ML,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,5.94,59.9,3,3.4,3.0,6.7,4.6,57.4,65.3,48.6,23.5,49.5,51.2,36.6,33.0,45.6,75.5,6,4,1,1,0,0,47.3,59.8,47.5,28.1,32.9,33.4,27.7,46.7,At-Risk,36.8,0.1326
2109,M.Tech/M.E.,Chemical Engineering,2,Applied Research,Software Engineer Backend,Core Product Engineering,Freelance/Remote Work,6.78,81.6,1,5.4,6.3,6.5,3.1,68.6,71.7,61.4,67.8,75.9,40.0,73.5,64.0,38.2,51.9,6,4,5,2,1,0,51.3,62.3,64.9,28.5,63.1,59.4,69.7,63.6,Average,53.0,0.3795
2110,MSc,Environmental Engineering,2,Data Engineering,Data Analyst,Consulting,Government Exams,6.56,77.7,1,2.6,0.9,7.5,4.2,57.8,67.4,46.8,34.0,53.9,35.6,36.0,52.5,56.6,60.9,1,0,1,0,0,0,40.7,23.2,33.9,21.9,42.5,23.6,42.9,66.8,Average,42.1,0.2155
2111,BS (Data Science & AI),Robotics,1,Computer Vision,Computer Vision Engineer,AI/ML Product Companies,Job Placement,5.57,55.9,4,2.0,0.0,5.9,6.1,59.8,48.1,43.1,38.3,48.9,39.7,30.0,51.7,70.2,43.7,0,0,0,1,0,0,24.3,9.6,49.7,0.0,24.2,23.2,21.1,55.1,At-Risk,26.6,0.2561
2112,MSc,Automobile Engineering,2,Applied Research,Analytics Engineer,FinTech,Government Exams,7.53,83.6,0,4.2,1.4,6.7,3.3,79.3,69.1,84.1,89.4,76.9,65.5,54.0,75.7,84.3,83.7,5,0,3,1,2,0,40.6,60.2,36.0,54.6,58.1,55.7,71.9,78.8,Good,50.9,0.8403
2113,M.Tech/M.E.,Robotics,3,Data Engineering,AI Research Scientist,Research Labs/Academia,Government Exams,5.52,61.3,3,2.8,2.1,6.7,4.4,57.2,47.0,57.0,22.7,52.6,31.3,32.8,47.4,65.0,70.6,1,0,1,1,0,0,59.2,34.3,36.8,49.6,11.0,25.4,49.8,42.0,At-Risk,31.8,0.157
2114,MSc,Aerospace Engineering,2,Robotics,Applied Scientist,AI/ML Product Companies,Higher Studies/Research,4.53,84.2,2,4.3,0.0,6.7,5.8,53.5,59.6,46.6,28.4,41.7,15.7,19.0,37.6,52.1,55.4,1,0,1,1,0,0,23.9,37.4,36.2,6.4,51.7,23.9,35.0,47.1,At-Risk,25.7,0.1373
2115,MSc,Statistics,2,Computer Vision,Computer Vision Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.58,88.5,0,4.0,2.7,7.2,5.5,62.5,66.1,51.9,40.1,59.5,65.2,55.4,74.7,64.4,76.2,2,1,2,1,1,2,79.3,33.0,42.5,40.1,55.4,33.5,44.3,69.5,Good,47.0,0.6304
2116,B.Tech/B.E.,Agricultural Engineering,4,Robotics,Reinforcement Learning Engineer,Research Labs/Academia,Government Exams,7.69,71.4,1,6.1,1.2,6.7,4.7,72.8,63.9,49.9,33.8,57.1,52.4,44.2,50.0,39.1,50.6,1,0,0,0,0,1,31.2,41.1,35.4,19.8,43.4,20.3,60.3,69.5,Average,36.4,0.1381
2117,BCA,Electronics & Communication,3,Computer Vision,Generative AI Engineer,GenAI Startups,Career Switch/Upskilling,4.0,79.7,3,3.3,0.0,6.0,5.6,49.1,53.2,36.8,18.7,57.9,34.1,43.6,27.1,73.0,67.3,4,0,2,0,0,0,35.0,31.3,48.5,35.9,40.3,22.7,19.9,47.2,At-Risk,29.3,0.4997
2118,MSc,AI & Data Science,4,MLOps,AI Research Scientist,GenAI Startups,Job Placement,6.55,70.6,2,4.4,2.6,7.9,4.4,64.8,62.9,72.5,37.0,62.7,50.2,54.1,52.7,38.9,72.6,2,1,1,2,2,0,40.3,61.3,42.7,10.8,48.0,39.9,47.8,60.4,Average,37.4,0.3658
2119,B.Tech/B.E.,Mathematics & Computing,3,Data Engineering,AI Transformation Consultant,Consulting,Government Exams,6.67,77.6,2,5.8,2.9,7.3,4.9,65.9,72.2,50.2,38.1,55.8,54.3,26.1,60.5,69.4,54.7,5,2,0,1,0,0,40.5,42.1,37.7,23.3,41.8,32.2,32.6,66.4,Average,45.4,0.3989
2120,B.Tech/B.E.,Commerce,4,Computer Vision,Software Engineer Full Stack,Research Labs/Academia,Career Switch/Upskilling,6.48,81.0,0,4.2,2.4,6.2,5.2,71.2,64.7,46.4,48.0,58.9,58.5,30.1,55.3,56.8,62.6,3,1,1,1,1,0,65.1,61.0,48.5,42.9,50.8,34.1,31.8,73.6,Good,43.9,0.3436
2121,PhD,Information Technology,2,Computer Vision,AI Trainer RLHF Specialist,Analytics/Data Services,Career Switch/Upskilling,6.37,68.7,4,0.0,0.9,6.6,4.9,65.0,64.5,53.6,45.7,43.8,60.1,39.3,57.6,56.3,65.3,0,0,0,0,0,1,44.9,52.8,36.4,52.2,31.2,28.3,64.2,50.8,At-Risk,35.6,0.1322
2122,B.Tech/B.E.,Mathematics & Computing,4,Generative AI,Data Scientist,Analytics/Data Services,Entrepreneurship/Startup,6.9,92.2,0,4.9,4.4,7.8,6.8,75.3,71.4,79.0,61.9,63.1,47.4,56.7,63.2,79.5,57.9,3,1,3,1,3,1,60.7,52.2,32.6,45.6,65.8,40.7,85.1,79.9,Good,50.8,0.3647
2123,PhD,AI & Data Science,5,Data Engineering,AI Research Scientist,Research Labs/Academia,Higher Studies/Research,6.97,85.3,3,4.7,3.3,7.3,6.0,56.6,60.3,54.3,22.4,47.4,42.0,36.3,58.3,48.6,74.6,3,3,4,1,0,0,55.2,44.6,42.4,17.9,45.5,28.5,48.0,69.6,Good,38.8,0.1673
2124,M.Tech/M.E.,Environmental Engineering,2,Applied Research,NLP Engineer,HealthTech,Higher Studies/Research,6.7,85.5,0,3.1,1.7,5.6,5.8,74.8,63.4,61.4,60.4,57.4,49.0,39.8,62.1,51.1,64.1,2,1,3,1,0,0,43.9,60.3,50.2,51.3,67.1,40.0,60.5,70.5,Good,43.1,0.5632
2125,BCA,Computer Science,2,Generative AI,Computer Vision Engineer,Autonomous Systems/Robotics,Job Placement,6.63,72.4,1,3.0,3.5,5.6,6.8,64.8,62.7,46.7,37.7,66.2,62.6,35.8,69.8,45.8,82.4,3,0,3,0,0,0,42.8,26.9,35.9,51.4,43.9,22.2,40.5,66.0,Average,38.5,0.4364
2126,B.Tech/B.E.,Food Technology,3,Computer Vision,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,7.55,83.5,0,6.1,1.6,6.2,4.7,81.3,84.7,66.7,66.3,63.1,54.8,41.5,48.4,56.0,70.4,2,1,4,1,2,0,37.2,48.9,32.0,41.7,56.1,39.5,77.6,79.1,Good,51.9,0.454
2127,BS (Data Science & AI),Mechanical Engineering,4,MLOps,AI Ethics Specialist,Government/PSU,Job Placement,6.49,67.9,0,2.6,3.3,6.3,2.5,58.6,50.0,57.1,57.0,64.6,64.4,77.7,60.1,49.9,47.8,2,2,3,2,1,0,30.9,54.0,60.9,29.5,33.3,43.8,50.3,61.4,Average,35.8,0.03
2128,MSc,Civil Engineering,3,Data Engineering,Data Analyst,Consulting,Higher Studies/Research,8.57,89.9,0,3.6,2.4,6.4,4.4,75.4,79.7,58.2,46.1,50.1,67.8,50.8,60.6,54.6,55.6,4,1,2,1,2,1,36.6,50.8,46.2,36.5,55.9,36.8,58.6,82.1,Excellent,45.1,0.4568
2129,B.Tech/B.E.,Mathematics & Computing,3,Data Engineering,Generative AI Engineer,Freelance/Remote-Global,Higher Studies/Research,6.0,84.4,4,5.2,2.1,5.9,3.2,67.4,64.1,62.7,43.1,53.9,35.4,52.2,50.2,58.0,53.6,3,0,1,0,1,0,43.0,43.9,44.2,37.3,49.0,38.1,76.5,64.6,Average,34.3,0.2082
2130,B.Tech/B.E.,Chemical Engineering,3,Applied Research,AI Trainer RLHF Specialist,FinTech,Freelance/Remote Work,7.23,82.8,1,4.7,3.5,6.1,3.5,84.5,76.4,72.3,61.1,69.3,50.7,63.3,74.0,56.6,74.2,4,0,3,1,3,0,47.6,70.7,49.2,54.8,46.0,56.8,91.1,77.4,Good,56.5,0.6429
2131,M.Tech/M.E.,Business Administration,3,Generative AI,MLOps Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.22,69.8,1,3.6,2.1,6.3,5.5,67.5,53.0,32.7,35.1,37.5,48.7,45.6,58.1,48.5,54.5,2,0,1,1,0,0,35.5,17.3,71.9,16.9,32.9,21.9,30.0,57.7,Average,36.1,0.3836
2132,B.Tech/B.E.,Business Administration,4,NLP,MLOps Engineer,HealthTech,Freelance/Remote Work,5.92,80.7,1,4.1,2.8,7.9,3.7,63.1,58.7,39.8,40.6,44.7,37.0,51.1,42.8,55.8,63.9,0,0,1,0,0,0,26.3,35.2,37.2,22.0,40.3,26.7,47.7,61.1,Average,33.3,0.2427
2133,M.Tech/M.E.,Mathematics & Computing,2,Generative AI,MLOps Engineer,AI/ML Product Companies,Government Exams,7.08,80.6,1,2.1,0.0,5.8,4.3,73.8,74.0,57.1,55.0,62.6,45.9,36.7,58.2,69.7,65.9,0,0,0,0,1,1,44.1,36.9,40.1,23.5,48.0,28.6,37.7,72.3,Good,35.1,0.4268
2134,B.Tech/B.E.,Computer Science,1,Data Engineering,AI/ML Engineer,FinTech,Government Exams,7.97,80.6,0,5.8,1.9,6.9,5.0,76.6,76.7,54.2,44.1,60.0,58.9,44.1,68.2,85.1,74.6,0,0,3,0,0,1,43.8,14.7,35.1,28.0,49.4,27.6,55.7,80.8,Excellent,49.0,0.816
2135,PhD,Chemistry,4,Applied Research,Data Analyst,Consulting,Higher Studies/Research,8.1,80.1,0,3.1,1.4,6.5,5.9,74.1,73.4,64.6,50.4,74.0,76.9,51.1,59.1,64.8,75.8,1,0,2,1,0,2,34.6,61.0,45.1,35.2,62.1,43.2,48.2,75.7,Good,46.1,0.3952
2136,MCA,Mathematics & Computing,3,NLP,Prompt Engineer,GenAI Startups,Higher Studies/Research,7.62,48.0,0,0.6,4.2,5.6,6.3,68.4,67.6,72.2,79.6,67.1,66.0,66.5,65.9,50.8,60.9,4,2,2,0,3,3,69.9,83.6,36.7,37.8,34.5,44.2,66.5,69.3,Good,50.2,0.6319
2137,MCA,Information Technology,1,Robotics,AI Transformation Consultant,Analytics/Data Services,Higher Studies/Research,7.41,73.6,2,3.2,3.1,7.1,6.5,79.0,74.3,82.1,83.8,73.7,70.8,82.5,65.0,75.3,73.1,2,0,0,1,0,1,55.7,57.0,41.9,50.6,38.2,45.6,41.7,70.6,Average,59.4,0.7048
2138,B.Tech/B.E.,Business Administration,3,Robotics,Software Engineer Full Stack,Freelance/Remote-Global,Entrepreneurship/Startup,6.28,66.1,0,3.0,1.7,8.0,4.1,65.3,78.8,52.9,60.2,52.9,68.3,47.1,62.3,77.3,73.9,2,0,3,0,0,0,30.3,51.6,42.1,31.8,41.9,39.4,39.6,67.3,Average,32.8,0.1662
2139,MSc,Commerce,2,NLP,Data Analyst,Analytics/Data Services,Freelance/Remote Work,5.79,65.4,3,1.1,1.3,6.4,5.3,65.6,51.0,28.2,35.9,39.0,36.0,22.5,41.7,32.5,35.2,0,0,1,0,0,0,32.6,33.7,39.0,10.8,7.2,27.2,33.1,51.0,At-Risk,23.4,0.1464
2140,B.Tech/B.E.,Metallurgical Engineering,3,Classical ML,AI Ethics Specialist,Research Labs/Academia,Entrepreneurship/Startup,6.7,87.3,1,5.8,2.5,6.0,2.2,62.5,64.3,77.4,56.9,63.0,59.4,67.4,65.9,64.2,67.0,6,1,3,2,0,1,46.4,53.9,59.6,37.2,46.1,52.2,72.4,73.7,Good,49.6,0.1479
2141,MCA,Information Technology,2,Computer Vision,NLP Engineer,Consulting,Career Switch/Upskilling,8.3,83.9,0,2.3,5.4,6.6,5.3,90.9,79.0,83.4,60.6,58.0,82.4,84.3,74.5,69.6,63.9,7,3,6,2,7,1,57.2,69.7,50.0,45.3,71.9,58.9,75.5,79.7,Good,63.1,0.8195
2142,MSc,Economics,3,Data Engineering,AI Ethics Specialist,Analytics/Data Services,Freelance/Remote Work,8.39,100.0,0,6.8,2.6,7.8,2.4,86.2,84.8,61.2,72.8,71.1,50.1,37.5,66.5,51.1,58.3,6,0,2,2,2,1,63.2,52.0,33.2,38.4,55.1,42.5,36.1,87.5,Excellent,56.5,0.4001
2143,B.Tech/B.E.,Electrical Engineering,1,MLOps,AI Product Manager,Core Product Engineering,Freelance/Remote Work,8.33,98.6,0,5.6,2.1,7.2,4.5,99.3,96.6,62.6,63.7,48.8,74.0,50.8,90.0,56.7,67.0,3,1,5,0,4,0,50.4,50.1,36.8,26.8,66.9,35.7,56.8,94.4,Excellent,52.3,0.5518
2144,B.Tech/B.E.,Pharmacy,1,Generative AI,Data Scientist,Analytics/Data Services,Freelance/Remote Work,5.3,71.5,2,2.2,0.3,7.3,3.7,60.5,61.6,77.3,47.1,57.3,45.8,39.8,57.9,57.0,64.2,2,1,1,1,4,0,52.2,50.4,30.6,24.0,40.1,31.4,55.4,53.7,At-Risk,39.6,0.3397
2145,PhD,Pharmacy,2,Applied Research,AI Ethics Specialist,Research Labs/Academia,Career Switch/Upskilling,7.95,95.1,0,6.2,5.7,7.7,3.1,74.6,88.0,93.6,98.1,82.8,78.6,80.5,75.5,64.8,68.4,4,3,2,2,5,0,69.8,54.8,52.9,61.1,52.0,53.4,94.9,85.4,Excellent,61.0,0.5716
2146,B.Tech/B.E.,Biotechnology,1,Computer Vision,Software Engineer Backend,AI/ML Product Companies,Job Placement,7.78,72.2,0,5.5,4.7,7.7,5.0,84.1,64.0,60.6,30.8,68.7,75.2,81.3,58.5,48.8,71.9,4,3,3,1,1,2,46.9,46.6,55.0,21.0,33.1,39.1,40.8,69.6,Average,51.8,0.6405
2147,B.Tech/B.E.,Biotechnology,2,Computer Vision,AI/ML Engineer,AI/ML Product Companies,Government Exams,6.25,79.5,1,2.7,2.0,5.9,6.2,72.9,57.7,56.1,56.8,68.0,21.4,31.9,35.5,76.0,69.7,3,0,1,1,1,0,50.5,56.9,45.3,47.3,50.7,35.1,51.7,64.7,Average,36.8,0.5824
2148,BCA,Information Technology,2,Robotics,Software Engineer Full Stack,Core Product Engineering,Job Placement,5.32,76.4,2,3.8,3.5,5.3,2.5,58.4,63.0,49.6,42.7,45.2,46.8,50.7,55.6,75.4,62.4,3,3,2,2,0,0,37.0,35.2,59.1,47.3,45.4,35.1,23.4,53.4,At-Risk,42.4,0.1262
2149,MCA,Mathematics & Computing,4,NLP,Analytics Engineer,Analytics/Data Services,Career Switch/Upskilling,6.66,69.7,1,4.2,0.5,6.5,5.4,78.8,66.9,78.5,64.1,59.1,47.7,31.0,50.0,52.0,48.2,0,0,2,0,2,1,38.3,49.7,22.0,25.6,33.8,29.8,57.3,62.9,Average,39.1,0.3531
2150,B.Tech/B.E.,Statistics,4,NLP,Conversational AI Engineer,AI/ML Product Companies,Job Placement,7.94,85.3,0,4.8,0.4,6.7,4.5,88.4,81.7,57.8,74.3,50.3,53.9,50.6,64.3,44.4,52.3,4,0,1,1,0,0,45.8,67.2,17.9,13.0,45.7,42.1,39.6,86.2,Excellent,47.1,0.7306
2151,B.Tech/B.E.,Chemistry,2,Applied Research,Applied Scientist,AI/ML Product Companies,Job Placement,8.71,73.3,0,2.7,3.0,6.8,4.6,73.9,84.5,86.8,71.6,61.9,77.8,64.6,89.6,57.3,66.3,5,0,1,1,4,2,61.6,60.2,37.9,43.3,56.9,47.6,66.1,86.0,Excellent,61.1,0.7367
2152,PhD,Physics,4,Generative AI,Robotics Engineer,Autonomous Systems/Robotics,Freelance/Remote Work,6.46,72.4,1,4.2,3.5,5.0,4.0,72.4,73.0,90.0,69.5,75.6,55.3,51.3,60.7,57.6,73.3,4,1,2,1,3,0,53.4,78.8,37.4,44.9,46.8,51.4,56.6,68.9,Average,49.7,0.4689
2153,BCA,Computer Science,1,Classical ML,Data Scientist,Freelance/Remote-Global,Career Switch/Upskilling,6.67,77.1,1,3.1,0.0,6.2,4.7,69.4,61.2,57.3,35.1,50.0,58.7,45.8,46.9,84.9,74.3,2,1,2,0,2,1,28.1,29.4,51.0,31.9,28.1,30.1,26.3,65.5,Average,40.6,0.2464
2154,M.Tech/M.E.,Information Technology,1,MLOps,Conversational AI Engineer,AI/ML Product Companies,Career Switch/Upskilling,7.34,77.5,1,2.9,4.4,5.5,4.7,68.2,72.5,65.2,59.8,49.2,68.8,60.0,66.5,52.5,55.6,5,2,3,2,1,0,46.4,64.3,46.2,44.5,44.0,52.7,48.2,66.4,Average,41.6,0.501
2155,BCA,Information Technology,1,Computer Vision,Generative AI Engineer,GenAI Startups,Higher Studies/Research,7.49,73.1,2,3.7,0.9,6.4,5.2,72.2,66.6,37.5,39.0,47.0,46.3,30.3,58.1,67.5,73.8,3,1,2,0,0,1,45.5,26.5,47.8,21.3,25.0,34.2,38.8,66.1,Average,32.8,0.4793
2156,B.Tech/B.E.,Robotics,3,NLP,Reinforcement Learning Engineer,GenAI Startups,Freelance/Remote Work,7.29,83.7,1,4.9,2.4,7.2,6.9,75.9,65.1,52.4,40.2,69.6,54.4,55.6,68.3,58.1,63.3,5,3,2,0,2,2,37.9,50.0,41.4,43.7,51.9,30.3,40.9,69.0,Average,46.7,0.3446
2157,B.Tech/B.E.,Physics,2,NLP,Software Engineer Backend,Government/PSU,Career Switch/Upskilling,7.08,73.2,3,3.4,1.1,7.6,6.3,62.6,72.8,59.9,56.0,60.0,39.0,54.1,69.7,78.4,50.3,2,1,1,1,0,0,53.2,48.6,48.9,33.7,55.3,38.1,72.5,69.4,Average,44.5,0.0825
2158,BS (Data Science & AI),Design,2,Robotics,Software Engineer Full Stack,Freelance/Remote-Global,Government Exams,5.77,67.5,3,1.9,3.3,5.5,7.4,60.6,55.5,81.6,51.8,58.6,32.4,51.5,59.0,55.9,50.4,2,2,2,0,5,0,29.6,59.0,32.3,26.9,41.4,30.2,40.9,56.3,At-Risk,35.8,0.1016
2159,B.Tech/B.E.,Robotics,1,Generative AI,Data Scientist,Analytics/Data Services,Job Placement,6.26,81.5,0,6.2,4.4,6.4,4.3,69.9,71.0,85.5,76.0,66.3,41.2,45.4,57.1,69.8,74.5,7,1,3,0,3,0,61.0,65.9,51.7,41.0,50.1,41.9,66.5,69.4,Good,57.2,0.7199
2160,B.Tech/B.E.,Aerospace Engineering,4,MLOps,Generative AI Engineer,AI/ML Product Companies,Government Exams,6.39,94.0,2,7.3,3.7,5.8,4.7,66.5,74.2,57.6,47.4,53.8,48.7,61.8,49.6,47.0,59.4,4,2,2,1,1,1,47.6,50.6,34.9,32.4,52.9,37.9,48.2,81.1,Good,43.2,0.8043
2161,MSc,Mechanical Engineering,2,Applied Research,AI/ML Engineer,AI/ML Product Companies,Career Switch/Upskilling,7.41,85.6,0,1.0,0.0,4.9,3.9,79.6,66.1,30.0,55.8,48.0,61.5,22.1,66.5,51.2,64.7,0,0,1,0,0,1,28.7,30.4,44.1,0.0,35.2,14.4,64.2,82.0,Excellent,37.3,0.6369
2162,B.Tech/B.E.,Computer Science,3,Robotics,Reinforcement Learning Engineer,Core Product Engineering,Freelance/Remote Work,7.4,81.5,0,2.2,2.0,6.3,4.3,74.7,79.1,20.2,43.7,39.2,78.9,38.7,69.5,61.0,52.9,2,4,3,0,0,3,33.7,18.0,33.3,34.9,40.0,29.0,36.6,73.3,Good,39.6,0.1089
2163,B.Tech/B.E.,AI & Data Science,1,Robotics,Data Scientist,Analytics/Data Services,Job Placement,8.11,77.9,2,4.6,1.7,8.0,5.5,74.5,80.7,51.6,51.0,37.3,62.7,40.6,58.0,44.8,40.2,4,3,0,1,0,1,36.2,54.8,33.8,31.8,36.5,32.1,37.6,78.7,Good,44.0,0.6314
2164,M.Tech/M.E.,Pharmacy,1,Applied Research,Software Engineer Full Stack,Analytics/Data Services,Freelance/Remote Work,7.2,69.6,2,4.3,1.1,6.5,3.1,70.8,64.1,65.1,54.9,51.5,56.6,31.2,69.0,79.0,76.2,2,0,0,1,0,0,53.8,63.2,42.7,42.5,36.3,39.3,53.6,67.1,Average,36.8,0.1502
2165,B.Tech/B.E.,Computer Science,1,MLOps,MLOps Engineer,AI/ML Product Companies,Career Switch/Upskilling,7.57,92.7,0,5.9,3.6,6.6,3.3,90.1,78.0,49.6,56.8,47.4,74.0,62.6,54.1,57.7,72.6,4,2,3,1,1,1,33.2,48.2,46.3,14.2,42.8,42.7,35.5,81.2,Excellent,51.8,0.7707
2166,BCA,Computer Science,1,Data Engineering,NLP Engineer,Research Labs/Academia,Freelance/Remote Work,7.07,83.4,3,2.9,0.0,5.2,7.1,58.4,65.5,27.9,28.5,54.1,46.3,15.2,46.1,47.7,34.5,1,3,2,1,0,0,24.7,18.3,35.1,32.1,22.6,20.8,50.6,66.3,Average,30.5,0.0984
2167,MCA,Computer Science,3,Applied Research,Data Analyst,Analytics/Data Services,Government Exams,7.79,83.1,0,6.4,2.5,7.8,3.7,83.4,73.2,62.3,55.7,69.5,56.0,61.6,50.0,75.6,53.6,3,2,3,2,0,0,38.6,65.6,39.7,29.7,68.3,39.2,44.1,80.4,Good,51.5,0.3739
