degree,branch,year,cgpa,attendance,study_hours,self_learning_hours,sleep_hours,screen_time,assignment_score,internal_marks,backlogs,projects_count,hackathons_count,certifications_count,github_activity_score,linkedin_activity_score,programming_score,sql_score,dsa_score,communication_score,aptitude_score,internships_count,resume_score,ats_score,goal,target_role,academic_score,academic_category,employability_score,placement_probability,sector
BCA,General,2,7.32,57,2.9,2.0,6.1,8.3,78,77,1,2,3,3,59,26,79,55,52,54,52,0,50,77,Higher Studies,DevOps Engineer,55.1,Average,51.2,71.3,Tech
BCA,General,2,9.1,74,6.3,4.3,8.0,7.0,100,100,0,5,4,7,83,15,66,70,49,30,69,0,69,91,Higher Studies,Data Engineer,90.9,Excellent,73.4,31.5,Tech
BCA,General,3,8.19,97,8.0,4.2,7.9,2.0,100,100,0,7,2,6,79,80,75,74,60,82,88,2,81,90,Placement,Cybersecurity Analyst,88.0,Good,85.5,55.6,Tech
B.Tech,CSE,3,6.87,48,1.1,3.0,6.0,6.7,75,81,1,7,3,2,70,66,79,96,67,63,63,1,77,79,Startup,Cloud Engineer,47.0,At Risk,75.3,75.1,Tech
BCA,General,3,6.21,77,3.9,2.2,8.1,2.9,89,92,0,4,4,5,81,50,76,59,51,54,36,0,51,85,Higher Studies,Backend Developer,67.5,Average,59.6,69.4,Tech
B.Tech,IT,1,7.68,78,5.1,2.8,7.9,5.8,86,80,1,7,5,6,70,44,58,68,82,58,54,1,83,87,Freelancing,Cybersecurity Analyst,63.1,Average,79.2,87.5,Tech
B.Tech,IT,2,7.16,56,2.7,2.0,8.1,6.8,86,76,0,2,1,3,64,43,96,55,31,59,61,0,42,76,Higher Studies,Frontend Developer,60.3,Average,52.1,39.3,Tech
B.Tech,ECE,3,6.25,58,2.6,2.6,8.3,4.5,79,80,1,4,2,3,62,53,64,79,50,70,66,1,75,64,Placement,Data Engineer,46.9,At Risk,54.8,40.5,Tech
Law,Criminal,3,8.01,54,5.7,2.3,7.5,5.2,87,95,1,4,3,3,49,43,72,61,50,54,60,0,55,98,Higher Studies,Cybersecurity Analyst,66.9,Average,59.4,35.1,Law
B.Tech,CSE,4,8.29,73,6.3,4.1,7.5,4.8,96,94,1,8,5,4,70,63,69,66,46,85,62,2,87,87,Startup,Data Analyst,74.2,Average,85.0,62.7,Tech
BCA,General,2,7.32,68,4.4,4.0,7.2,5.7,88,84,0,7,5,5,77,83,81,59,56,93,77,1,89,97,Freelancing,DevOps Engineer,68.9,Average,83.4,77.8,Tech
BBA,HR,2,7.02,76,4.5,0.8,7.8,6.5,88,83,0,4,1,5,34,24,62,54,50,43,57,0,66,75,Higher Studies,Business Analyst,61.4,Average,57.4,46.9,Management
B.Tech,ECE,1,8.28,85,5.5,2.5,8.2,2.0,100,100,0,7,1,4,77,66,91,66,52,48,75,0,81,81,Government Job,QA Engineer,82.7,Good,75.4,56.6,Tech
B.Com,Hons,2,7.54,68,4.3,1.7,6.2,6.8,91,94,3,3,0,1,52,54,62,38,61,62,60,0,37,52,Higher Studies,Business Analyst,55.5,Average,27.0,40.7,Commerce
BBA,HR,2,7.38,78,4.2,2.4,7.0,4.5,81,79,0,5,3,4,88,63,62,85,48,81,72,1,75,77,Placement,Business Analyst,63.1,Average,75.1,60.1,Management
BCA,General,2,7.74,55,4.0,3.8,8.0,6.9,84,78,2,4,5,3,92,33,78,83,68,50,56,2,77,84,Higher Studies,Backend Developer,51.5,At Risk,80.2,69.6,Tech
BBA,Finance,3,7.83,67,4.7,3.4,6.4,6.3,90,92,1,6,4,4,81,51,66,80,55,72,71,1,66,86,Higher Studies,Product Manager,70.1,Average,70.0,76.9,Management
B.Tech,CSE,1,7.52,70,4.0,2.6,7.5,7.4,91,86,1,5,3,6,84,50,67,65,49,51,59,1,63,70,Placement,Backend Developer,64.0,Average,62.4,49.8,Tech
B.Tech,IT,1,8.48,92,6.3,2.9,5.9,4.0,99,98,0,6,4,6,65,66,83,71,55,73,58,1,75,78,Placement,UI/UX Designer,88.5,Good,82.3,68.6,Tech
B.Tech,CSE,3,6.95,59,2.3,2.3,7.0,7.5,75,76,0,2,1,1,44,55,82,80,61,69,66,2,48,77,Placement,Frontend Developer,50.2,At Risk,55.6,45.6,Tech
BCA,General,3,7.82,64,3.9,2.2,6.4,6.9,88,84,2,3,2,2,76,40,80,57,56,38,50,1,63,64,Placement,Cybersecurity Analyst,56.8,Average,61.5,61.9,Tech
B.Com,Hons,4,7.65,56,3.7,1.9,6.8,7.3,84,84,1,2,1,3,39,62,68,36,41,41,55,0,46,61,Placement,Business Analyst,55.3,Average,40.7,27.2,Commerce
BCA,General,2,6.22,72,3.0,3.3,6.4,4.3,80,78,1,5,5,3,90,25,61,85,53,47,45,1,51,76,Freelancing,Data Analyst,46.6,At Risk,52.4,43.1,Tech
B.Tech,ECE,1,7.01,63,2.7,1.0,6.4,4.3,92,83,1,2,1,2,41,51,71,59,56,53,58,1,46,66,Higher Studies,Frontend Developer,56.9,Average,47.5,55.2,Tech
B.Tech,ECE,1,7.45,76,5.6,1.4,8.5,4.0,93,92,1,4,1,3,52,30,39,34,34,43,48,0,45,48,Placement,Backend Developer,68.8,Average,23.1,14.7,Tech
BBA,Marketing,4,8.29,78,4.7,1.3,7.0,5.1,93,91,1,1,2,3,81,72,65,42,55,73,60,0,53,67,Government Job,Product Manager,67.0,Average,48.1,67.4,Management
B.Com,General,3,6.82,75,3.8,2.7,7.7,5.3,89,87,1,5,3,6,80,56,62,78,46,71,69,2,71,80,Freelancing,Business Analyst,56.1,Average,64.0,66.7,Commerce
B.Tech,CSE,1,8.05,78,3.8,3.2,8.2,5.2,89,82,2,2,3,4,72,51,64,66,34,58,64,0,53,79,Higher Studies,Frontend Developer,59.4,Average,50.4,49.5,Tech
Law,Corporate,2,8.39,84,5.8,5.1,7.7,8.1,97,100,0,8,7,8,84,85,85,96,70,84,64,3,99,85,Research,Cybersecurity Analyst,84.5,Good,96.7,74.0,Law
Law,Criminal,1,7.22,61,3.0,1.8,7.7,5.9,83,89,3,5,4,4,57,47,78,52,49,81,63,0,65,73,Research,Product Manager,41.4,At Risk,58.7,57.8,Law
B.Tech,AI&DS,3,6.67,60,3.2,2.8,6.8,5.7,79,81,0,6,5,5,82,56,65,81,56,67,54,2,55,89,Placement,Cloud Engineer,62.8,Average,69.6,68.4,Tech
B.Tech,IT,3,7.88,76,4.8,2.6,7.7,4.3,96,91,0,6,4,6,87,40,68,58,71,58,63,0,74,87,Placement,Full Stack Developer,76.8,Good,81.0,54.3,Tech
B.Tech,AI&DS,4,7.9,64,4.7,2.8,6.0,4.1,95,93,2,4,3,1,75,69,58,45,60,58,76,1,54,61,Higher Studies,Product Manager,60.6,Average,49.2,51.6,Tech
B.Tech,IT,3,7.42,65,4.2,2.3,6.9,7.1,85,85,1,3,2,3,64,77,58,37,43,68,69,1,69,79,Startup,Full Stack Developer,58.4,Average,52.3,46.2,Tech
B.Tech,ECE,2,7.1,79,3.6,2.8,8.8,7.2,91,81,1,5,2,5,64,20,60,43,55,45,55,1,45,54,Freelancing,Backend Developer,66.4,Average,43.7,41.2,Tech
B.Tech,CSE,4,8.48,78,6.2,4.2,6.9,4.0,99,93,1,7,6,6,71,57,77,69,58,63,87,2,78,87,Placement,AI Engineer,82.6,Good,82.2,71.0,Tech
B.Tech,ECE,2,7.44,72,3.5,1.9,7.7,5.3,92,92,0,3,0,4,60,44,84,60,45,55,52,0,57,76,Freelancing,Cloud Engineer,68.2,Average,62.4,54.2,Tech
Law,Corporate,3,7.45,63,5.3,1.5,5.1,7.8,98,93,2,2,1,0,41,55,36,67,42,67,84,0,41,62,Higher Studies,Data Analyst,59.5,Average,28.2,31.8,Law
B.Tech,IT,1,8.28,72,3.7,2.4,6.5,5.2,95,91,1,5,6,5,77,56,60,64,43,60,52,0,71,100,Government Job,UI/UX Designer,73.2,Average,65.5,61.6,Tech
B.Tech,AI&DS,2,8.5,85,6.0,3.9,5.2,4.0,100,96,0,8,5,7,75,48,73,81,80,66,85,1,93,82,Placement,Data Engineer,81.9,Good,85.4,67.4,Tech
B.Tech,IT,3,7.31,58,4.1,2.2,5.8,7.2,90,83,1,3,4,2,59,36,81,63,53,66,68,1,61,57,Higher Studies,AI Engineer,56.9,Average,54.3,50.1,Tech
Law,Corporate,2,7.39,87,3.1,1.8,6.9,5.7,100,90,2,4,2,4,81,63,60,66,50,73,77,1,60,78,Government Job,Product Manager,64.3,Average,66.2,71.6,Law
B.Tech,AI&DS,4,7.64,85,3.7,3.1,7.4,6.6,83,83,1,6,3,6,72,87,80,69,55,71,71,2,79,60,Placement,Business Analyst,62.3,Average,73.2,80.6,Tech
B.Tech,AI&DS,2,8.41,77,6.5,3.5,5.8,7.8,100,100,0,5,4,4,77,63,77,92,62,64,74,2,73,87,Higher Studies,AI Engineer,82.7,Good,79.1,58.2,Tech
Law,Corporate,4,8.1,73,4.9,1.6,7.8,5.3,94,88,0,5,1,2,67,55,74,65,42,52,64,1,44,74,Placement,Cybersecurity Analyst,71.1,Average,63.4,24.9,Law
BCA,General,3,7.5,69,4.4,2.6,7.6,9.8,91,89,0,3,1,2,62,69,71,57,72,85,81,1,65,61,Freelancing,Business Analyst,67.7,Average,69.0,67.1,Tech
B.Tech,AI&DS,3,8.22,68,4.3,1.5,7.7,5.5,89,90,0,3,1,3,52,48,90,66,52,48,54,1,56,81,Higher Studies,Machine Learning Engineer,74.8,Average,63.4,76.1,Tech
BBA,Marketing,2,8.41,78,5.4,3.2,7.2,6.6,91,94,2,5,4,5,75,39,87,83,59,64,73,2,75,77,Higher Studies,Business Analyst,65.4,Average,75.5,62.2,Management
BBA,Finance,1,6.8,72,4.0,1.6,5.8,6.2,85,88,1,5,2,4,65,41,45,44,39,70,72,1,66,62,Higher Studies,Product Manager,53.6,At Risk,46.9,54.9,Management
B.Tech,CSE,2,8.35,80,4.4,2.2,5.9,3.6,95,96,0,6,5,7,84,32,75,49,37,66,58,0,60,81,Higher Studies,AI Engineer,77.8,Good,78.0,63.9,Tech
B.Tech,CSE,4,7.82,73,5.9,3.1,6.1,7.0,100,94,1,3,3,3,48,42,63,54,32,51,63,2,46,63,Government Job,DevOps Engineer,75.6,Good,49.2,55.5,Tech
B.Tech,ECE,3,7.05,66,3.7,3.3,7.3,4.0,87,86,1,3,1,6,59,23,93,47,70,38,51,2,55,79,Placement,Backend Developer,58.8,Average,51.3,49.1,Tech
BBA,Finance,3,6.83,61,2.8,2.2,7.0,4.4,75,79,0,4,3,4,60,48,76,69,44,82,73,1,64,89,Startup,UI/UX Designer,54.8,At Risk,65.0,59.6,Management
B.Tech,CSE,2,7.19,74,4.0,2.7,5.5,6.4,88,81,0,4,1,4,61,28,39,40,50,46,38,0,52,63,Freelancing,Frontend Developer,66.2,Average,40.7,42.9,Tech
BCA,General,1,6.13,42,1.0,0.8,6.8,9.9,66,62,4,3,1,0,62,43,75,66,53,55,54,0,64,61,Placement,Software Engineer,17.2,At Risk,36.9,41.8,Tech
BCA,General,3,8.07,66,5.2,3.1,6.1,10.3,91,92,1,6,3,2,79,59,90,59,66,78,78,2,100,95,Startup,Cybersecurity Analyst,68.7,Average,85.0,75.9,Tech
B.Tech,IT,2,8.01,90,5.2,4.8,6.4,4.3,98,88,0,3,4,6,72,72,81,70,30,78,67,1,73,90,Placement,Data Scientist,75.8,Good,76.3,52.4,Tech
B.Tech,CSE,3,7.68,59,5.1,1.1,6.4,8.3,89,89,1,2,5,3,63,45,64,56,60,65,68,1,47,77,Placement,Data Analyst,62.7,Average,58.1,68.2,Tech
BBA,Finance,1,7.35,86,6.8,2.4,7.6,6.1,100,100,0,3,3,6,75,74,60,78,44,68,62,1,77,75,Research,Data Analyst,77.3,Good,62.3,60.5,Management
BBA,Finance,2,8.1,55,4.2,2.1,7.5,6.3,95,85,2,4,5,4,63,48,71,76,58,65,75,1,73,83,Startup,Business Analyst,60.7,Average,72.2,64.9,Management
B.Tech,AI&DS,3,7.41,69,4.1,2.8,8.1,6.5,84,89,0,3,2,6,54,96,65,45,47,83,76,2,100,86,Placement,UI/UX Designer,63.8,Average,73.7,63.5,Tech
BCA,General,4,8.45,85,6.3,3.6,6.3,4.9,100,92,0,6,4,6,80,65,79,86,69,71,70,1,85,78,Startup,Cloud Engineer,86.3,Good,81.2,46.9,Tech
B.Tech,ECE,1,7.82,59,3.8,2.9,5.5,7.2,95,86,1,6,2,4,79,63,66,64,53,85,79,2,96,76,Placement,Frontend Developer,62.7,Average,78.3,69.0,Tech
B.Tech,IT,4,7.62,70,3.4,1.5,7.2,5.7,90,86,1,4,1,3,60,40,75,40,59,66,67,1,63,75,Placement,Product Manager,57.8,Average,51.5,48.8,Tech
BCA,General,3,8.34,95,7.5,3.6,7.3,7.3,100,100,0,5,3,9,79,54,96,83,75,70,71,2,86,100,Placement,Software Engineer,90.7,Excellent,85.0,48.3,Tech
B.Tech,IT,1,9.01,82,7.9,6.0,8.0,6.1,100,100,0,8,5,5,100,47,92,77,84,63,70,2,88,97,Government Job,Data Scientist,90.1,Excellent,97.7,90.2,Tech
BCA,General,1,7.62,84,4.5,5.0,7.9,5.6,98,92,1,6,6,6,76,40,73,56,61,54,61,1,72,71,Freelancing,Cloud Engineer,72.0,Average,71.9,80.4,Tech
B.Tech,IT,4,9.62,94,8.0,3.1,7.0,3.3,100,100,0,5,3,7,75,41,89,79,71,63,82,3,87,100,Research,AI Engineer,95.4,Excellent,92.4,74.5,Tech
Law,Corporate,3,7.23,67,4.0,4.1,6.5,6.6,92,89,2,3,5,3,85,50,44,58,77,60,74,1,57,66,Placement,Cybersecurity Analyst,59.1,Average,59.8,57.1,Law
Law,Criminal,3,8.24,78,5.2,3.4,7.0,6.2,95,91,0,7,3,6,56,61,81,54,59,59,61,1,83,84,Research,Business Analyst,81.4,Good,76.1,78.2,Law
BBA,Marketing,2,8.42,81,6.2,3.3,5.5,8.8,97,99,0,5,4,4,87,55,69,65,50,60,71,1,74,84,Placement,Data Analyst,86.0,Good,77.5,70.3,Management
B.Tech,CSE,1,6.38,61,3.4,1.9,7.2,7.3,83,76,1,3,0,2,56,57,79,53,48,63,60,0,61,65,Higher Studies,Frontend Developer,50.5,At Risk,48.7,17.6,Tech
B.Tech,CSE,2,7.32,70,4.5,4.9,5.8,7.4,87,80,1,7,4,4,72,72,79,74,80,75,71,2,86,91,Placement,Frontend Developer,57.2,Average,85.0,86.2,Tech
Law,Criminal,3,7.72,66,4.5,0.0,6.7,10.3,88,80,3,2,0,4,69,51,58,37,34,67,59,0,56,69,Higher Studies,Business Analyst,43.9,At Risk,40.0,22.3,Law
BBA,Finance,2,8.51,84,6.8,1.8,8.8,4.3,100,100,0,2,0,3,64,81,42,54,42,54,71,0,53,56,Higher Studies,Data Analyst,85.3,Good,47.2,39.0,Management
B.Tech,CSE,4,8.12,74,5.0,2.7,7.0,4.3,89,92,1,5,5,5,69,55,90,79,47,60,50,0,55,89,Freelancing,Full Stack Developer,66.8,Average,70.0,77.4,Tech
B.Tech,IT,3,7.02,89,4.2,2.3,6.9,7.3,92,89,0,3,1,2,47,57,58,61,52,59,73,1,59,86,Government Job,QA Engineer,71.0,Average,55.9,45.9,Tech
B.Tech,ECE,1,7.24,77,5.2,2.9,7.4,2.4,91,88,1,5,4,5,93,46,66,76,54,63,64,1,68,83,Placement,Frontend Developer,64.3,Average,74.4,47.6,Tech
B.Tech,CSE,2,9.05,79,6.0,4.1,5.9,7.3,100,91,0,6,5,8,73,42,84,76,89,56,59,2,71,94,Higher Studies,Data Scientist,82.9,Good,89.2,71.6,Tech
BCA,General,4,7.04,79,4.4,2.3,7.5,3.8,97,90,1,5,2,5,68,59,82,64,62,60,67,2,55,75,Government Job,UI/UX Designer,61.1,Average,58.2,54.0,Tech
Law,Criminal,3,8.23,82,6.6,3.8,6.2,3.7,100,94,0,6,2,5,68,81,68,69,42,96,87,2,95,71,Placement,Product Manager,79.6,Good,85.0,44.1,Law
B.Tech,AI&DS,4,8.9,85,6.3,3.1,6.4,5.6,97,100,0,5,3,4,91,61,72,89,67,58,60,1,69,71,Research,Machine Learning Engineer,85.1,Good,71.3,76.6,Tech
BCA,General,1,6.98,75,4.8,2.1,6.5,6.3,92,81,0,4,3,2,63,69,72,60,53,50,50,0,58,77,Freelancing,Full Stack Developer,65.1,Average,69.7,55.7,Tech
B.Tech,CSE,4,7.59,87,5.7,2.8,6.6,5.7,100,94,0,4,4,3,73,75,64,84,46,72,59,2,76,80,Placement,UI/UX Designer,79.4,Good,74.0,64.2,Tech
B.Tech,CSE,3,8.09,64,4.9,1.6,6.9,4.3,90,87,1,3,3,2,43,61,53,83,44,69,70,0,59,61,Higher Studies,Frontend Developer,69.0,Average,56.5,52.5,Tech
Law,Criminal,2,6.26,57,3.3,1.8,5.8,4.1,78,77,2,2,3,4,63,71,61,82,37,69,52,0,51,68,Placement,Data Analyst,37.6,At Risk,46.5,46.0,Law
BBA,HR,3,8.23,48,4.4,3.1,5.0,6.9,93,86,3,6,6,3,65,64,95,60,100,68,70,2,78,93,Higher Studies,Business Analyst,51.3,At Risk,86.4,84.5,Management
BCA,General,2,7.43,84,4.8,2.4,6.7,5.0,96,88,0,5,3,5,88,77,71,72,49,78,64,1,69,66,Government Job,QA Engineer,76.8,Good,72.3,59.5,Tech
B.Tech,ECE,4,7.84,85,5.1,4.3,6.9,5.6,88,88,1,6,3,5,84,50,84,49,58,55,51,1,80,87,Research,Cloud Engineer,71.7,Average,79.6,59.4,Tech
BCA,General,1,6.33,60,2.2,3.2,7.5,7.9,72,74,2,4,5,4,81,54,77,64,36,81,81,2,88,75,Placement,Cloud Engineer,39.7,At Risk,75.5,74.0,Tech
BBA,HR,2,7.83,82,6.2,1.8,7.5,7.8,91,88,0,4,4,4,70,65,60,54,54,77,53,0,47,72,Higher Studies,Product Manager,68.8,Average,45.0,50.8,Management
B.Tech,CSE,3,8.34,82,5.7,3.6,5.4,7.0,97,100,0,4,2,4,80,39,66,65,60,54,53,1,51,100,Placement,Machine Learning Engineer,80.4,Good,60.4,64.4,Tech
B.Tech,CSE,2,6.8,78,4.1,1.9,6.5,3.8,90,89,0,2,2,0,58,53,64,45,55,71,62,0,45,65,Placement,Frontend Developer,66.0,Average,33.4,33.0,Tech
B.Tech,ECE,4,8.34,81,5.5,4.6,7.3,3.0,100,100,0,5,5,6,73,46,90,78,60,55,70,0,82,92,Government Job,Data Scientist,82.5,Good,83.4,72.8,Tech
B.Tech,CSE,4,8.48,78,5.7,1.5,9.0,4.7,100,95,0,4,1,3,68,38,62,48,62,45,51,1,57,92,Research,DevOps Engineer,86.4,Good,60.1,61.8,Tech
BCA,General,3,8.61,74,5.8,3.0,6.5,5.0,100,100,0,4,2,4,65,30,78,66,63,57,53,1,55,69,Freelancing,QA Engineer,83.9,Good,70.0,46.2,Tech
B.Tech,CSE,2,6.83,66,2.5,2.1,7.7,5.4,86,91,1,4,5,2,44,29,53,73,54,36,59,0,46,78,Startup,Full Stack Developer,56.7,Average,51.4,55.3,Tech
BBA,HR,2,6.68,66,2.9,2.3,7.3,9.5,89,75,1,8,4,6,58,36,69,67,66,56,57,2,77,83,Government Job,Product Manager,49.9,At Risk,79.6,65.9,Management
BCA,General,2,8.26,68,4.3,2.3,7.7,6.4,96,96,0,3,3,6,60,59,49,46,62,75,75,0,55,63,Government Job,Backend Developer,74.1,Average,50.5,67.1,Tech
BBA,Finance,2,7.53,67,3.9,1.2,4.8,5.4,83,80,3,5,3,0,56,49,74,65,64,65,55,1,58,73,Placement,Business Analyst,44.5,At Risk,56.4,69.9,Management
B.Com,Hons,1,7.26,76,4.7,3.2,6.6,6.1,94,88,2,6,4,5,73,38,80,66,60,62,58,1,70,89,Freelancing,Data Analyst,56.8,Average,74.2,64.8,Commerce
BBA,Finance,2,8.29,78,4.5,4.8,6.5,4.5,97,96,0,7,5,9,60,42,62,71,79,72,70,2,86,91,Startup,Data Analyst,80.3,Good,81.1,59.1,Management
B.Tech,ECE,3,7.57,77,4.9,1.8,7.6,4.1,88,90,1,4,4,3,81,58,63,72,77,69,57,1,64,83,Higher Studies,Data Engineer,65.7,Average,62.2,58.8,Tech
B.Tech,CSE,2,7.83,67,5.4,2.7,5.9,4.4,88,92,0,4,3,5,62,48,69,69,69,56,63,1,79,76,Research,DevOps Engineer,72.7,Average,71.3,53.0,Tech
BBA,Finance,2,8.56,74,5.8,2.0,7.3,9.3,91,88,2,3,4,4,57,32,64,64,74,72,79,2,78,96,Government Job,Product Manager,68.5,Average,68.5,55.8,Management
BCA,General,2,7.39,51,2.6,1.6,6.9,7.5,80,78,4,0,1,0,44,75,64,53,48,66,63,0,43,70,Placement,Business Analyst,31.1,At Risk,27.2,53.7,Tech
B.Tech,ECE,1,6.99,70,2.6,2.3,7.8,5.9,87,80,3,5,1,3,53,56,67,56,53,56,47,1,64,84,Freelancing,Software Engineer,44.4,At Risk,50.5,59.6,Tech
B.Tech,IT,1,6.82,52,3.5,0.4,6.7,7.6,78,81,1,3,2,0,44,41,71,49,38,47,44,0,60,70,Placement,UI/UX Designer,49.5,At Risk,40.1,42.2,Tech
B.Com,General,1,6.29,57,2.8,1.7,6.5,4.6,78,71,2,0,1,3,43,23,32,43,36,43,47,0,41,62,Research,Data Analyst,42.6,At Risk,29.5,24.7,Commerce
BBA,HR,3,9.56,91,7.5,5.9,7.9,7.3,100,100,0,7,5,6,90,45,76,86,70,59,80,3,97,92,Placement,Product Manager,95.8,Excellent,94.4,78.8,Management
B.Tech,AI&DS,4,8.32,63,5.0,0.0,6.4,9.2,86,94,1,3,2,4,62,36,64,66,50,56,54,1,56,82,Higher Studies,Frontend Developer,67.3,Average,48.0,67.0,Tech
B.Com,Hons,3,6.54,66,3.7,2.4,6.1,8.2,87,84,1,5,5,5,61,53,60,50,44,61,69,0,54,86,Freelancing,Product Manager,51.8,At Risk,53.5,57.7,Commerce
BBA,Finance,2,7.95,84,4.3,2.5,6.8,2.6,92,96,1,6,6,9,70,72,89,77,81,77,70,1,82,93,Research,Product Manager,71.9,Average,88.9,74.6,Management
BCA,General,3,7.24,53,3.1,3.8,6.0,8.7,88,89,1,8,5,5,66,60,87,58,71,63,64,2,77,87,Placement,Frontend Developer,59.0,Average,76.0,70.9,Tech
BCA,General,1,8.45,82,4.4,2.6,6.9,3.6,97,98,0,4,4,5,85,40,75,78,58,75,60,1,58,78,Research,Business Analyst,79.9,Good,75.0,77.4,Tech
BBA,Marketing,1,8.08,65,4.1,2.6,5.8,6.7,88,88,2,6,4,2,61,49,64,63,61,68,58,0,64,62,Startup,Business Analyst,58.4,Average,58.0,60.9,Management
BCA,General,1,7.1,73,3.9,2.6,7.9,5.8,84,82,2,3,2,4,47,31,55,70,51,52,52,0,55,58,Placement,Full Stack Developer,52.0,At Risk,45.4,49.1,Tech
B.Tech,IT,3,7.53,70,3.0,2.9,6.6,6.4,96,88,1,5,3,5,87,59,86,92,66,58,55,1,65,76,Placement,Full Stack Developer,65.5,Average,70.0,38.0,Tech
B.Tech,IT,3,7.32,77,2.5,0.9,6.7,5.6,89,92,1,2,2,3,56,59,39,57,60,89,69,0,64,70,Startup,Product Manager,58.4,Average,47.9,59.7,Tech
B.Tech,ECE,1,7.77,72,4.9,0.2,6.9,5.7,100,90,0,0,0,1,32,52,58,46,51,66,88,0,45,60,Higher Studies,UI/UX Designer,75.2,Good,50.3,48.1,Tech
BCA,General,4,7.75,77,3.8,3.0,6.3,4.7,92,92,0,5,3,3,46,59,72,49,60,63,51,2,73,84,Placement,QA Engineer,72.5,Average,69.5,63.5,Tech
BCA,General,1,7.72,90,4.8,3.0,8.3,5.0,99,98,0,6,2,7,93,67,56,63,61,64,65,0,76,98,Government Job,Cybersecurity Analyst,84.0,Good,70.0,75.6,Tech
BBA,Finance,2,8.11,80,6.1,2.5,5.8,8.6,98,99,0,3,3,4,49,45,71,55,39,52,68,0,54,71,Freelancing,UI/UX Designer,84.3,Good,50.3,39.9,Management
B.Tech,ECE,3,7.65,64,3.8,2.2,7.5,6.7,88,92,4,4,3,6,62,39,94,42,59,70,52,2,76,76,Placement,UI/UX Designer,43.8,At Risk,60.0,65.7,Tech
B.Tech,CSE,1,8.48,91,5.9,3.4,7.3,2.6,100,98,0,6,4,6,87,64,57,74,52,69,69,0,59,67,Placement,Business Analyst,84.2,Good,72.4,60.9,Tech
BCA,General,2,7.96,68,4.6,4.9,6.8,7.6,89,92,2,8,5,6,72,65,86,68,84,78,78,2,100,94,Startup,Cloud Engineer,68.5,Average,90.7,62.3,Tech
B.Tech,AI&DS,2,7.77,84,6.1,2.6,8.4,8.4,90,95,2,5,5,2,73,86,67,47,52,82,64,1,80,76,Placement,QA Engineer,66.0,Average,64.5,60.4,Tech
BCA,General,3,7.08,76,3.6,4.1,7.1,4.9,85,85,1,6,2,3,87,50,75,69,57,56,58,1,76,69,Startup,DevOps Engineer,61.6,Average,76.2,63.3,Tech
BBA,Marketing,3,6.43,62,3.2,1.5,8.1,6.7,77,73,1,3,1,2,66,78,32,46,37,46,56,1,72,75,Higher Studies,Product Manager,45.7,At Risk,49.9,62.7,Management
BCA,General,3,6.43,74,4.5,2.4,5.9,6.1,90,87,1,5,1,4,54,47,68,55,53,61,67,1,56,65,Startup,Backend Developer,56.3,Average,48.4,56.8,Tech
B.Com,General,1,8.03,75,5.5,3.4,6.2,7.9,100,100,0,3,0,4,28,54,57,66,35,46,59,0,39,80,Research,Data Analyst,82.0,Good,46.0,42.7,Commerce
BCA,General,1,8.46,78,6.0,4.4,7.3,6.0,100,88,0,9,4,5,94,60,89,66,82,48,57,1,79,80,Placement,QA Engineer,83.5,Good,87.1,76.2,Tech
B.Tech,CSE,4,7.88,66,3.6,4.0,8.0,4.0,93,85,2,7,5,6,82,59,83,69,73,69,71,3,97,83,Placement,DevOps Engineer,57.4,Average,85.0,53.4,Tech
Law,Criminal,1,7.95,87,4.7,3.1,6.7,4.8,99,98,0,6,4,5,74,71,88,66,84,77,73,1,84,82,Research,Product Manager,83.3,Good,80.5,59.6,Law
B.Tech,IT,2,7.37,72,3.5,2.9,7.5,4.8,90,86,1,4,3,3,40,52,69,65,52,61,73,0,48,74,Startup,Backend Developer,62.6,Average,48.7,41.3,Tech
B.Tech,CSE,4,8.5,69,5.5,3.9,6.7,7.7,96,85,1,7,5,5,89,51,84,84,85,69,70,1,98,92,Higher Studies,Data Engineer,69.8,Average,88.0,79.4,Tech
BCA,General,1,7.84,67,3.9,1.5,7.5,6.1,91,91,0,3,2,0,59,41,51,60,45,48,52,0,61,84,Startup,Frontend Developer,73.2,Average,50.8,69.5,Tech
B.Tech,AI&DS,4,7.52,73,4.9,3.3,7.7,6.0,89,92,0,6,4,5,64,55,64,64,59,60,63,1,59,91,Placement,Data Scientist,71.0,Average,70.9,70.3,Tech
B.Tech,AI&DS,3,8.76,76,5.3,4.3,6.4,4.6,99,91,0,6,3,4,66,69,85,79,61,78,78,1,72,79,Startup,Full Stack Developer,85.3,Good,74.6,74.8,Tech
BBA,HR,2,7.26,82,5.2,2.8,6.7,6.8,95,90,0,4,1,3,48,60,61,53,44,55,52,1,43,67,Higher Studies,Data Analyst,70.8,Average,40.5,53.3,Management
BBA,HR,2,8.2,66,5.1,2.9,5.3,6.3,97,96,1,5,5,5,50,70,70,77,66,76,72,2,72,73,Freelancing,Product Manager,72.2,Average,70.4,81.1,Management
B.Com,General,2,8.64,67,5.1,3.4,6.2,5.6,89,87,1,6,3,7,63,46,86,63,58,63,66,1,79,100,Placement,Data Analyst,66.8,Average,85.0,55.3,Commerce
BCA,General,4,7.37,81,3.3,1.5,7.6,4.7,80,83,0,2,4,3,55,48,83,58,45,57,49,1,55,66,Freelancing,Full Stack Developer,66.3,Average,53.1,58.6,Tech
